企業名,法人番号,採用担当者名,役職,部署,代表者名,メール,メール確度,担当者確度,電話番号,公式URL,Tier,取得元媒体,根拠URL,架電呼称,業種,都道府県,従業員数,補助金,設立年,取得日
株式会社エイビス,2320001000601,,,,佐藤 誠樹,,,,,,C,gBizINFO,https://info.gbiz.go.jp/hojin/ichiran?hojinBango=2320001000601,人事部 ご採用ご担当者様,ソフトウェア開発,大分県大分市金池町３丁目３番１１号,60,,1997,2026-06-15T17:07:37.604Z
株式会社ニューメディカルフーズ,2320001002176,,,,森園 美智江,,,,,,C,gBizINFO,https://info.gbiz.go.jp/hojin/ichiran?hojinBango=2320001002176,人事部 ご採用ご担当者様,,大分県大分市西新地１丁目６番１８号,170,,1990,2026-06-15T17:07:37.624Z
新光石油株式会社,1320001013587,,,,波多江 乾治,,0,,,https://iro.idex.co.jp/,C,gBizINFO,https://info.gbiz.go.jp/hojin/ichiran?hojinBango=1320001013587,人事部 ご採用ご担当者様,石油製品販売,大分県大分市萩原１丁目１番３４号,153,,2014,2026-06-15T17:07:37.646Z
パシフィックセキュリティ株式会社,2320001001921,,,,但馬 英二,info@pacificse.jp,0.4,,,http://www.pacificse.jp,C,gBizINFO,https://info.gbiz.go.jp/hojin/ichiran?hojinBango=2320001001921,人事部 ご採用ご担当者様,警備業,大分県大分市金池町２丁目２７０５番１の１,150,,1976,2026-06-15T17:07:37.707Z
株式会社大分ビル美装,3320001000311,,,,吉野 宗也,,,,,,C,gBizINFO,https://info.gbiz.go.jp/hojin/ichiran?hojinBango=3320001000311,人事部 ご採用ご担当者様,,大分県大分市東津留２丁目１１番３号,84,,1973,2026-06-15T17:07:37.710Z
株式会社地域科学研究所,3320001001763,,,,平井 慎一,,,,,,C,gBizINFO,https://info.gbiz.go.jp/hojin/ichiran?hojinBango=3320001001763,人事部 ご採用ご担当者様,,大分県大分市東春日町１番１号,109,,1990,2026-06-15T17:07:37.727Z
株式会社佐伯環境センター,3320002016694,,,,安部 秀昭,,,,,,C,gBizINFO,https://info.gbiz.go.jp/hojin/ichiran?hojinBango=3320002016694,人事部 ご採用ご担当者様,,大分県佐伯市女島３丁目１０３８３番地１,70,,1976,2026-06-15T17:07:37.810Z
大分交通株式会社,4320001000062,,,,安部 喜代治,,,,,,C,gBizINFO,https://info.gbiz.go.jp/hojin/ichiran?hojinBango=4320001000062,人事部 ご採用ご担当者様,,大分県大分市新川西１丁目３番１５号,320,,1927,2026-06-15T17:07:37.811Z
株式会社九州エナジー,4320001000137,,,,中嶋 康之,,,,,,C,gBizINFO,https://info.gbiz.go.jp/hojin/ichiran?hojinBango=4320001000137,人事部 ご採用ご担当者様,石油卸売・小売業,大分県大分市都町３丁目１番１号大分センタービル８階,240,,1963,2026-06-15T17:07:37.817Z
株式会社メンテナンス,4320001000319,,,,笠木 俊佑,,,,,,C,gBizINFO,https://info.gbiz.go.jp/hojin/ichiran?hojinBango=4320001000319,人事部 ご採用ご担当者様,,大分県大分市高城南町１２番３号,597,,1970,2026-06-15T17:07:37.830Z
山﨑株式会社,1350001002117,,,,山崎 正嗣,,,,,,C,gBizINFO,https://info.gbiz.go.jp/hojin/ichiran?hojinBango=1350001002117,人事部 ご採用ご担当者様,包装資材　文具　卸,宮崎県宮崎市橘通西５丁目６番５７号,136,,1959,2026-06-15T17:07:37.855Z
大分日産自動車株式会社,4320001000260,,,,橋本 仁,,0,,,https://ni-oita.nissan-dealer.jp/top.html,C,gBizINFO,https://info.gbiz.go.jp/hojin/ichiran?hojinBango=4320001000260,人事部 ご採用ご担当者様,日産車の販売、中古車販売、自動車用品販売、自動車整備（点検・車検・修理）損害保険代理店業務,大分県大分市広瀬町２丁目３番１４号,214,,1946,2026-06-15T17:07:37.867Z
株式会社九南,1350001004212,,,,黒川 浩之,,,,,,C,gBizINFO,https://info.gbiz.go.jp/hojin/ichiran?hojinBango=1350001004212,人事部 ご採用ご担当者様,総合電気工事業,宮崎県宮崎市大字赤江２番地,405,,1951,2026-06-15T17:07:37.886Z
福井石油株式会社,1350001001473,,,,福井 芳文,info@fukuisekiyu-group.co.jp,0.4,,,https://fukuisekiyu-group.co.jp,C,gBizINFO,https://info.gbiz.go.jp/hojin/ichiran?hojinBango=1350001001473,人事部 ご採用ご担当者様,石油製品卸小売,宮崎県宮崎市祇園１丁目１１７番地,149,,1960,2026-06-15T17:07:37.891Z
株式会社オーイーシー,4320001000673,,,,加藤 健,info@oec.co.jp,0.4,,,http://www.oec.co.jp/,C,gBizINFO,https://info.gbiz.go.jp/hojin/ichiran?hojinBango=4320001000673,人事部 ご採用ご担当者様,地方自治体・民間・公共施設向けソリューション,大分県大分市東春日町１７番５７号,503,,1966,2026-06-15T17:07:37.899Z
株式会社トヨタレンタリース大分,3320001001978,,,,曽根田 淳,info@toyotarentooita.co.jp,0.4,,,http://www.toyotarentooita.co.jp,C,gBizINFO,https://info.gbiz.go.jp/hojin/ichiran?hojinBango=3320001001978,人事部 ご採用ご担当者様,自動車のレンタル・リース,大分県大分市中春日町１６番１７号,108,,1966,2026-06-15T17:07:37.916Z
株式会社ザイナス,2320001016630,,,,江藤 彰悟,info@zynas.co.jp,0.4,,,https://zynas.co.jp/,C,gBizINFO,https://info.gbiz.go.jp/hojin/ichiran?hojinBango=2320001016630,人事部 ご採用ご担当者様,・Ｗｅｂ系アプリケーション開発 ・制御系・通信系の各種システム開発 ・ＥＲＰパッケージ導入支援 ・ネットワーク運用保守,大分県大分市金池南１丁目５番１号,164,,2018,2026-06-15T17:07:37.931Z
つやげん九州株式会社,1350001008312,,,,小田 浩司,,,,,,C,gBizINFO,https://info.gbiz.go.jp/hojin/ichiran?hojinBango=1350001008312,人事部 ご採用ご担当者様,総合ビル管理 人材派遣 警備,宮崎県都城市宮丸町３０４８番地１,359,,1973,2026-06-15T17:07:37.937Z
株式会社緒方組,1350001009814,,,,緒方 英機,,,,,,C,gBizINFO,https://info.gbiz.go.jp/hojin/ichiran?hojinBango=1350001009814,人事部 ご採用ご担当者様,,宮崎県小林市細野２０２６番地１,54,,1978,2026-06-15T17:07:37.949Z
株式会社橋詰家具,1350001008205,,,,橋詰 和弘,info@hashizume-kagu.co.jp,0.4,,,http://www.hashizume-kagu.co.jp,C,gBizINFO,https://info.gbiz.go.jp/hojin/ichiran?hojinBango=1350001008205,人事部 ご採用ご担当者様,木製家具製造販売,宮崎県都城市早鈴町２０４２番地３,60,,1972,2026-06-15T17:07:37.990Z
丸宮建設株式会社,1350001008295,,,,河野 一治,info@e-marumiya.jp,0.4,,,https://e-marumiya.jp/,C,gBizINFO,https://info.gbiz.go.jp/hojin/ichiran?hojinBango=1350001008295,人事部 ご採用ご担当者様,総合建設業（主に建築一式工事、土木一式工事）および不動産,宮崎県都城市庄内町８０３１番地２,59,,1950,2026-06-15T17:07:38.005Z
株式会社セキュリティロード,2350001000887,,,,齊藤 慎介,,,,,,C,gBizINFO,https://info.gbiz.go.jp/hojin/ichiran?hojinBango=2350001000887,人事部 ご採用ご担当者様,警備業,宮崎県宮崎市祇園３丁目１７９番地,593,,1987,2026-06-15T17:07:38.022Z
ＢＴＶ株式会社,1350001008353,,,,江夏 徳次郎,,0,,,https://portal.btvm.ne.jp/,C,gBizINFO,https://info.gbiz.go.jp/hojin/ichiran?hojinBango=1350001008353,人事部 ご採用ご担当者様,ケーブルテレビ事業、インターネット事業、電話事業、ケーブルスマホ事業等,宮崎県都城市中町１街区７号,109,,1996,2026-06-15T17:07:38.051Z
株式会社ソラシドエア,2350001002669,,,,髙 橋 宏 輔,info@solaseedair.jp,0.4,,,http://www.solaseedair.jp/,C,gBizINFO,https://info.gbiz.go.jp/hojin/ichiran?hojinBango=2350001002669,人事部 ご採用ご担当者様,定期航空運送事業等,宮崎県宮崎市大字赤江宮崎空港内,1073,,1997,2026-06-15T17:07:38.076Z
真栄産業株式会社,2350001008039,,,,堀之内 真司,,,,,,C,gBizINFO,https://info.gbiz.go.jp/hojin/ichiran?hojinBango=2350001008039,人事部 ご採用ご担当者様,総合工事業 解体工事・舗装工事・建築工事・土木工事 再生CRの販売 産業廃棄物処理業,宮崎県都城市神之山町４８２４番地,95,,1974,2026-06-15T17:07:38.102Z
株式会社宮崎県ソフトウェアセンター,2350001004095,,,,長友 秀泰,info@miyazaki-sc.co.jp,0.4,,,https://www.miyazaki-sc.co.jp/,C,gBizINFO,https://info.gbiz.go.jp/hojin/ichiran?hojinBango=2350001004095,人事部 ご採用ご担当者様,サーバ・ネットワークの設計・構築・運用保守 システムの設計・開発・運用保守 ＩＣＴコンサルティング ＩＣＴ人材育成,宮崎県宮崎市佐土原町東上那珂字長谷水１６５００番地２,163,,1994,2026-06-15T17:07:38.114Z
南九州システム株式会社,2350001008311,,,,小田 浩司,,,,,,C,gBizINFO,https://info.gbiz.go.jp/hojin/ichiran?hojinBango=2350001008311,人事部 ご採用ご担当者様,警備業　AED販売　労働者派遣事業,宮崎県都城市前田町７街区２４号,79,,1980,2026-06-15T17:07:38.123Z
株式会社山﨑ビル環境サービス,1350001011225,,,,山崎 正士,info@yamasaki-bilu-kankyo.co.jp,0.4,,,http://yamasaki-bilu-kankyo.co.jp,C,gBizINFO,https://info.gbiz.go.jp/hojin/ichiran?hojinBango=1350001011225,人事部 ご採用ご担当者様,ビルメンテナンス業,宮崎県宮崎市柳丸町３２番地,490,,2005,2026-06-15T17:07:38.123Z
株式会社山崎産業,2350001007065,,,,山崎 司,info@ymsk-sg.jp,0.4,,,https://ymsk-sg.jp/,C,gBizINFO,https://info.gbiz.go.jp/hojin/ichiran?hojinBango=2350001007065,人事部 ご採用ご担当者様,建設業・林業・石油販売・介護事業,宮崎県延岡市貝の畑町２９０３番地,87,,1962,2026-06-15T17:07:38.148Z
セコム宮崎株式会社,3350001000886,,,,末益 秋仁,,,,,,C,gBizINFO,https://info.gbiz.go.jp/hojin/ichiran?hojinBango=3350001000886,人事部 ご採用ご担当者様,警備業,宮崎県宮崎市橘通西４丁目３番４号,163,,1972,2026-06-15T17:07:38.169Z
宮崎ゴルフ株式会社,3350001001703,,,,菊池 克賴,,,,,,C,gBizINFO,https://info.gbiz.go.jp/hojin/ichiran?hojinBango=3350001001703,人事部 ご採用ご担当者様,,宮崎県宮崎市大字田吉字松崎４８５５番地の９０,72,,,2026-06-15T17:07:38.185Z
株式会社デイリーマーム,3350001005051,,,,和田 優,,,,,,C,gBizINFO,https://info.gbiz.go.jp/hojin/ichiran?hojinBango=3350001005051,人事部 ご採用ご担当者様,,宮崎県宮崎市桜町２２番地２０,74,,2007,2026-06-15T17:07:38.218Z
株式会社都城北諸地区清掃公社,2350001008352,,,,栫 卓也,info@mk-seisou.jp,0.4,,,https://mk-seisou.jp/,C,gBizINFO,https://info.gbiz.go.jp/hojin/ichiran?hojinBango=2350001008352,人事部 ご採用ご担当者様,し尿の汲取り、浄化槽保守点検及び清掃業、廃棄物収集運搬及び処理処分業、リサイクル業、公共環境施設の維持管理業,宮崎県都城市吉尾町２１５９番地,281,,1971,2026-06-15T17:07:38.272Z
上田工業株式会社,3350001006652,,,,森 龍彦,info@uedakogyo.co.jp,0.4,,,https://www.uedakogyo.co.jp/,C,gBizINFO,https://info.gbiz.go.jp/hojin/ichiran?hojinBango=3350001006652,人事部 ご採用ご担当者様,総合建設業・不動産業,宮崎県延岡市古城町５丁目４６番地,89,,1953,2026-06-15T17:07:38.272Z
株式会社都城印刷,3350001008343,,,,田中 賢一,info@mpcr.jp,0.4,,,http://mpcr.jp/company.php,C,gBizINFO,https://info.gbiz.go.jp/hojin/ichiran?hojinBango=3350001008343,人事部 ご採用ご担当者様,総合印刷業 【紙への印刷】 ポスター・チラシ・リーフレット・パンフレット・広報誌・情報誌・名刺等 【特殊印刷】 Ｔシ,宮崎県都城市早鈴町１６１８番地,53,,1977,2026-06-15T17:07:38.282Z
株式会社Ｆ・Ｃガード,3350001013459,,,,山下 晃司,,,,,,C,gBizINFO,https://info.gbiz.go.jp/hojin/ichiran?hojinBango=3350001013459,人事部 ご採用ご担当者様,警備業,宮崎県宮崎市大塚町鵜ノ島３９２番地１,255,,2015,2026-06-15T17:07:38.296Z
マーキュリーエレベータ株式会社,1340001001400,,,,弓削 満,,,,,,C,gBizINFO,https://info.gbiz.go.jp/hojin/ichiran?hojinBango=1340001001400,人事部 ご採用ご担当者様,エレベーター・エスカレーター・機械式駐車場の保守・修理・改修・定期検査及び定期報告手続き代行,鹿児島県鹿児島市西千石町１番１号,256,,1976,2026-06-15T17:07:38.321Z
鹿児島第一交通株式会社,1340001002456,,,,下之角 洋,,,,,,C,gBizINFO,https://info.gbiz.go.jp/hojin/ichiran?hojinBango=1340001002456,人事部 ご採用ご担当者様,一般乗用旅客自動車運送事業,鹿児島県鹿児島市宇宿２丁目１１番３号,235,,2001,2026-06-15T17:07:38.333Z
株式会社南給,1340001003116,,,,知識 公洋,,,,,,C,gBizINFO,https://info.gbiz.go.jp/hojin/ichiran?hojinBango=1340001003116,人事部 ご採用ご担当者様,,鹿児島県鹿児島市西別府町２９９５番地６,180,,1974,2026-06-15T17:07:38.339Z
株式会社トヨタレンタリース鹿児島,1340001003009,,,,名越 武,,,,,,C,gBizINFO,https://info.gbiz.go.jp/hojin/ichiran?hojinBango=1340001003009,人事部 ご採用ご担当者様,,鹿児島県鹿児島市東開町５番地５,169,,1966,2026-06-15T17:07:38.340Z
ホシザキ南九株式会社,1340001003875,,,,五嶋 寿,info@hoshizaki.co.jp,0.4,,,http://www.hoshizaki.co.jp/h14/,C,gBizINFO,https://info.gbiz.go.jp/hojin/ichiran?hojinBango=1340001003875,人事部 ご採用ご担当者様,業務用厨房機器の販売及びメンテナンス,鹿児島県鹿児島市下荒田４丁目４１番１１号,442,,1983,2026-06-15T17:07:38.358Z
株式会社富士通鹿児島インフォネット,1340001003743,,,,西村 直行,,0,,,https://global.fujitsu/ja-jp/subsidiaries/kfn/about/activities/wayofworking,C,gBizINFO,https://info.gbiz.go.jp/hojin/ichiran?hojinBango=1340001003743,人事部 ご採用ご担当者様,①システムコンサルティング ②システムインテグレーション ③マネージドサービス,鹿児島県鹿児島市高麗町４３番２０号,230,,1976,2026-06-15T17:07:38.391Z
阪東機工株式会社,1340001003512,,,,丸元 正樹,info@bandokiko.co.jp,0.4,,,http://www.bandokiko.co.jp,C,gBizINFO,https://info.gbiz.go.jp/hojin/ichiran?hojinBango=1340001003512,人事部 ご採用ご担当者様,各種機械、器具、工具の販売、修理　知事登録による工事の施工（電気、管、機械器具設備工事）,鹿児島県鹿児島市東開町３番地６７,102,,1947,2026-06-15T17:07:38.440Z
株式会社英,1340001020012,,,,上野 純一,,,,,,C,gBizINFO,https://info.gbiz.go.jp/hojin/ichiran?hojinBango=1340001020012,人事部 ご採用ご担当者様,総合ビル管理,鹿児島県鹿児島市荒田２丁目７６番１３号,100,,2017,2026-06-15T17:07:38.441Z
近代産業株式会社,2340001001291,,,,前村 雄一,,,,,,C,gBizINFO,https://info.gbiz.go.jp/hojin/ichiran?hojinBango=2340001001291,人事部 ご採用ご担当者様,ビルの総合維持管理 建物の竣工時清掃 ビル内外装清掃,鹿児島県鹿児島市西田１丁目５番地１５,140,,1985,2026-06-15T17:07:38.465Z
坂本建設株式会社,2340001001820,,,,諏訪園 匠,,,,,,C,gBizINFO,https://info.gbiz.go.jp/hojin/ichiran?hojinBango=2340001001820,人事部 ご採用ご担当者様,総合建設業(建築・土木),鹿児島県鹿児島市西千石町３番１０号,75,,1949,2026-06-15T17:07:38.484Z
株式会社エム・ディ・エス,2340001000657,,,,宮脇 孝一,info@kk-mds.jp,0.4,,,https://www.kk-mds.jp/,C,gBizINFO,https://info.gbiz.go.jp/hojin/ichiran?hojinBango=2340001000657,人事部 ご採用ご担当者様,情報処理サービス業,鹿児島県鹿児島市鴨池新町５番２２号,120,,1986,2026-06-15T17:07:38.494Z
株式会社南電工,2340001003156,,,,畠田 祐輝,,,,,,C,gBizINFO,https://info.gbiz.go.jp/hojin/ichiran?hojinBango=2340001003156,人事部 ご採用ご担当者様,,鹿児島県鹿児島市天保山町２２番２８号,169,,1957,2026-06-15T17:07:38.521Z
日本ガスエネルギー株式会社,2340001003387,,,,吉満 匡弘,,,,,,C,gBizINFO,https://info.gbiz.go.jp/hojin/ichiran?hojinBango=2340001003387,人事部 ご採用ご担当者様,簡易ガス事業,鹿児島県鹿児島市谷山港３丁目４番１,54,,1971,2026-06-15T17:07:38.536Z
株式会社ビルメン鹿児島,2340001003635,,,,野元 一喜,,,,,,C,gBizINFO,https://info.gbiz.go.jp/hojin/ichiran?hojinBango=2340001003635,人事部 ご採用ご担当者様,総合ビルメンテナンス業,鹿児島県鹿児島市泉町４番６号,480,,1976,2026-06-15T17:07:38.545Z
小牧建設株式会社,2340001001721,,,,小牧 隆,info@komaki.co.jp,0.4,,,http://www.komaki.co.jp,C,gBizINFO,https://info.gbiz.go.jp/hojin/ichiran?hojinBango=2340001001721,人事部 ご採用ご担当者様,総合建設業,鹿児島県鹿児島市郡元１丁目１番２号,78,,1944,2026-06-15T17:07:38.545Z
株式会社国土技術コンサルタンツ,2340001001671,,,,安永 信一郎,info@kokudoec.co.jp,0.4,,,http://www.kokudoec.co.jp/,C,gBizINFO,https://info.gbiz.go.jp/hojin/ichiran?hojinBango=2340001001671,人事部 ご採用ご担当者様,公共事業における総合建設コンサルタント （測量業・建設コンサルタント業・補償コンサルタント業）,鹿児島県鹿児島市伊敷２丁目１４番１０号,51,,1970,2026-06-15T17:07:38.545Z
株式会社土佐屋,2340001002975,,,,岡部 龍一郎,info@tosaya.co.jp,0.4,,,http://www.tosaya.co.jp,C,gBizINFO,https://info.gbiz.go.jp/hojin/ichiran?hojinBango=2340001002975,人事部 ご採用ご担当者様,鋼材、セメント、建築資材卸販売,鹿児島県鹿児島市宇宿２丁目９番１１号,249,,1948,2026-06-15T17:07:38.555Z
太平洋システムズ株式会社,2340001004848,,,,中島 孝博,,,,,,C,gBizINFO,https://info.gbiz.go.jp/hojin/ichiran?hojinBango=2340001004848,人事部 ご採用ご担当者様,ビルメンテナンス業,鹿児島県鹿児島市荒田１丁目１０番３号,75,,1990,2026-06-15T17:07:38.577Z
株式会社カクイックスウィング,2340001005111,,,,岩元 文雄,,,,,,C,gBizINFO,https://info.gbiz.go.jp/hojin/ichiran?hojinBango=2340001005111,人事部 ご採用ご担当者様,,鹿児島県鹿児島市谷山港２丁目１番２,321,,2003,2026-06-15T17:07:38.578Z
株式会社三州衛生公社,2340001007545,,,,石川 武則,,,,,,C,gBizINFO,https://info.gbiz.go.jp/hojin/ichiran?hojinBango=2340001007545,人事部 ご採用ご担当者様,一般廃棄物処理業,鹿児島県姶良郡湧水町恒次字浜場８番地１０,56,,1976,2026-06-15T17:07:38.586Z
株式会社プロゴワス,2340001004658,,,,和田 秀一郎,info@progowas.jp,0.4,,,https://progowas.jp/,C,gBizINFO,https://info.gbiz.go.jp/hojin/ichiran?hojinBango=2340001004658,人事部 ご採用ご担当者様,BPOサービス業、印刷業,鹿児島県鹿児島市南栄３丁目１番地４,69,,1960,2026-06-15T17:07:38.613Z
株式会社南九州沖縄クボタ,2340001007751,,,,冨田 泰史,,0,,,https://www.minamikyushuokinawa-kubota.co.jp/,C,gBizINFO,https://info.gbiz.go.jp/hojin/ichiran?hojinBango=2340001007751,人事部 ご採用ご担当者様,クボタ農業機械、コインランドリー、コイン精米機、農業関連資材の 販売及び修理アフターサービス。 生活関連機器の販売及び電,鹿児島県霧島市溝辺町崎森９７３番地１,340,,1963,2026-06-15T17:07:38.639Z
南日本酪農協同株式会社,1350001008320,,,,有村 義昭,info@dairy-milk.co.jp,0.4,,,https://www.dairy-milk.co.jp/csr/jisedai,C,gBizINFO,https://info.gbiz.go.jp/hojin/ichiran?hojinBango=1350001008320,人事部 ご採用ご担当者様,乳製品製造販売,宮崎県都城市姫城町３２街区３号,520,,1960,2026-06-15T17:07:38.664Z
斯文堂株式会社,2340001002117,,,,高崎 慶太,info@shibundo.jp,0.4,,,http://www.shibundo.jp/,C,gBizINFO,https://info.gbiz.go.jp/hojin/ichiran?hojinBango=2340001002117,人事部 ご採用ご担当者様,印刷、出版、企画、人材紹介,鹿児島県鹿児島市南栄２丁目１２番地６,51,,1951,2026-06-15T17:07:38.674Z
パステムソリューションズ株式会社,3340001000623,,,,吉留 久隆,info@necps.jp,0.4,,,http://www.necps.jp,C,gBizINFO,https://info.gbiz.go.jp/hojin/ichiran?hojinBango=3340001000623,人事部 ご採用ご担当者様,ソフトウェア開発・保守 コンピュータ機器、情報処理機器、通信機器、事務機器及びそれらの周辺機器の販売・修理・保守・賃貸,鹿児島県鹿児島市錦江町９番２５号,79,,1989,2026-06-15T17:07:38.686Z
株式会社那覇電工,1360001002388,,,,比嘉 幸宏,info@nahadenkou.co.jp,0.4,,,http://www.nahadenkou.co.jp,C,gBizINFO,https://info.gbiz.go.jp/hojin/ichiran?hojinBango=1360001002388,人事部 ご採用ご担当者様,,沖縄県那覇市若狭３丁目１５番１号,62,,1975,2026-06-15T17:07:38.699Z
株式会社南日本警備保障,1360001007412,,,,島袋 哲安,,,,,,C,gBizINFO,https://info.gbiz.go.jp/hojin/ichiran?hojinBango=1360001007412,人事部 ご採用ご担当者様,警備業,沖縄県沖縄市大里１丁目１９番３９号,297,,1973,2026-06-15T17:07:38.709Z
平安座総合開発株式会社,1360001007585,,,,大濱 博達,,,,,,C,gBizINFO,https://info.gbiz.go.jp/hojin/ichiran?hojinBango=1360001007585,人事部 ご採用ご担当者様,,沖縄県うるま市与那城平安座８２９０番地,149,,1970,2026-06-15T17:07:38.714Z
沖縄コカ・コーラボトリング株式会社,1360001008518,,,,小山 良彦,info@okinawa.ccbc.co.jp,0.4,,,http://www.okinawa.ccbc.co.jp,C,gBizINFO,https://info.gbiz.go.jp/hojin/ichiran?hojinBango=1360001008518,人事部 ご採用ご担当者様,清涼飲料水製造販売,沖縄県浦添市伊祖５丁目１４番１号,239,,1968,2026-06-15T17:07:38.722Z
株式会社クリード沖縄,1360001009103,,,,玉城 大地,,,,,,C,gBizINFO,https://info.gbiz.go.jp/hojin/ichiran?hojinBango=1360001009103,人事部 ご採用ご担当者様,,沖縄県浦添市内間５丁目１０番１５号,340,,1992,2026-06-15T17:07:38.725Z
琉球通運株式会社,1360001009292,,,,喜納 秀智,,,,,,C,gBizINFO,https://info.gbiz.go.jp/hojin/ichiran?hojinBango=1360001009292,人事部 ご採用ご担当者様,,沖縄県浦添市伊奈武瀬１丁目９番６号,500,,1969,2026-06-15T17:07:38.731Z
株式会社オーディフ,1360001009433,,,,村野 勝子,info@odf.co.jp,0.4,,,https://odf.co.jp/,C,gBizINFO,https://info.gbiz.go.jp/hojin/ichiran?hojinBango=1360001009433,人事部 ご採用ご担当者様,・給食の製造販売及び給食管理業務 ・学校内の食堂及び売店の経営 ・社員食堂の経営 ・弁当、惣菜等調理食品の製造、販売業,沖縄県浦添市内間１丁目７番１２号,711,,1989,2026-06-15T17:07:38.757Z
アイテップ株式会社,3340001000219,,,,高野 良郎,info@itep.jp,0.4,,,https://itep.jp,C,gBizINFO,https://info.gbiz.go.jp/hojin/ichiran?hojinBango=3340001000219,人事部 ご採用ご担当者様,顧客獲得、IT機器・システム製品販売・システム開発、システム導入支援サービス・コンピュータのオペレーション業務,鹿児島県鹿児島市大黒町２番１１号,63,,1983,2026-06-15T17:07:38.760Z
株式会社りゅうせきフロントライン,1360001025876,,,,上運天 清,,,,,,C,gBizINFO,https://info.gbiz.go.jp/hojin/ichiran?hojinBango=1360001025876,人事部 ご採用ご担当者様,1.au電話機器販売に関する代理店業務 2.auショップの運営 3.UQ電話機器販売に関する代理店業務 4.人材派遣 5,沖縄県浦添市勢理客４丁目２０番１号,383,,2019,2026-06-15T17:07:38.780Z
株式会社興洋電子,2360001000894,,,,多良間 洋二,,,,,,C,gBizINFO,https://info.gbiz.go.jp/hojin/ichiran?hojinBango=2360001000894,人事部 ご採用ご担当者様,,沖縄県那覇市字安謝６３８番地,90,,1970,2026-06-15T17:07:38.799Z
琉球国際航業株式会社,2360001007080,,,,駒宮 聡,,,,,,C,gBizINFO,https://info.gbiz.go.jp/hojin/ichiran?hojinBango=2360001007080,人事部 ご採用ご担当者様,建設コンサルタント 空間情報技術サービス,沖縄県那覇市字小禄１８３１番地１,100,,2008,2026-06-15T17:07:38.831Z
極東警備センター株式会社,2360001008748,,,,用田 恭裕,,,,,,C,gBizINFO,https://info.gbiz.go.jp/hojin/ichiran?hojinBango=2360001008748,人事部 ご採用ご担当者様,,沖縄県沖縄市知花１丁目２６番３号,250,,1974,2026-06-15T17:07:38.857Z
株式会社アクロラド,2360001007592,,,,エルウッド ジョン,,,,,,C,gBizINFO,https://info.gbiz.go.jp/hojin/ichiran?hojinBango=2360001007592,人事部 ご採用ご担当者様,,沖縄県うるま市字州崎１３番地２３,100,,1984,2026-06-15T17:07:38.857Z
ヤンマー沖縄株式会社,2360001009028,,,,佐野 文彦,,,,,,C,gBizINFO,https://info.gbiz.go.jp/hojin/ichiran?hojinBango=2360001009028,人事部 ご採用ご担当者様,卸売業、小売業,沖縄県宜野湾市大山７丁目１１番１２号,106,,1968,2026-06-15T17:07:38.880Z
株式会社ジャパン総合ビル管理,2360001011867,,,,中村 薫,,,,,,C,gBizINFO,https://info.gbiz.go.jp/hojin/ichiran?hojinBango=2360001011867,人事部 ご採用ご担当者様,施設管理　ビル清掃,沖縄県那覇市古島１丁目２４番１３号,105,,2010,2026-06-15T17:07:38.898Z
株式会社りゅうせきライフサポート,2360001025875,,,,島袋 博文,,,,,,C,gBizINFO,https://info.gbiz.go.jp/hojin/ichiran?hojinBango=2360001025875,人事部 ご採用ご担当者様,石油製品販売 カー用品販売 保険代理店,沖縄県浦添市西洲２丁目２番地３,665,,2019,2026-06-15T17:07:38.924Z
株式会社トヨタレンタリース沖縄,2360001001488,,,,野原 朝昌,info@oki-toyota-rent.jp,0.4,,,https://www.oki-toyota-rent.jp/,C,gBizINFO,https://info.gbiz.go.jp/hojin/ichiran?hojinBango=2360001001488,人事部 ご採用ご担当者様,レンタカー事業 カーリース事業 カーシェアリング事業 保険代理店業,沖縄県那覇市赤嶺２丁目１３番地の１,290,,1973,2026-06-15T17:07:38.933Z
ミヤギ産業株式会社,3360001002056,,,,林 智也子,,,,,,C,gBizINFO,https://info.gbiz.go.jp/hojin/ichiran?hojinBango=3360001002056,人事部 ご採用ご担当者様,,沖縄県那覇市港町２丁目４番１２号,90,,1968,2026-06-15T17:07:38.956Z
株式会社沖縄ダイケン,3360001000415,,,,山盛 博文,info@oki-daiken.co.jp,0.4,,,https://www.oki-daiken.co.jp/,C,gBizINFO,https://info.gbiz.go.jp/hojin/ichiran?hojinBango=3360001000415,人事部 ご採用ご担当者様,建築物環境衛生総合管理業、建築物飲料水貯水槽清掃業、建築物ねずみ昆虫等防除業、建築物排水管清掃業、浄化槽保守点検業、警備,沖縄県那覇市おもろまち１丁目１番１２号,1740,,1973,2026-06-15T17:07:38.963Z
日本トランスオーシャン航空株式会社,3360001001727,,,,野口 望,info@jal.co.jp,0.4,,,http://www.jal.co.jp/jta/,C,gBizINFO,https://info.gbiz.go.jp/hojin/ichiran?hojinBango=3360001001727,人事部 ご採用ご担当者様,1.定期航空輸送事業及び不定期航空輸送事業 2.航空機使用事業 3.その他付帯する又は関連する一切の事業,沖縄県那覇市泉崎１丁目２０番１号カフーナ旭橋Ａ街区３階,942,,1967,2026-06-15T17:07:38.966Z
琉球産経株式会社,3360001002287,,,,新垣 篤,,,,,,C,gBizINFO,https://info.gbiz.go.jp/hojin/ichiran?hojinBango=3360001002287,人事部 ご採用ご担当者様,農薬製造販売,沖縄県豊見城市字高安５８６番地,110,,1961,2026-06-15T17:07:38.976Z
