企業名,法人番号,採用担当者名,担当者確度,取得手法,取得元,役職,部署,根拠URL,根拠,電話番号,従業員数,業種,都道府県,新卒フラグ,公式URL,取得日
エメラダ株式会社,,,,,,,,,,03-6256-8266,,情報通信,：宮城県,,https://emerada.co.jp/,2026-06-29
大網株式会社,,,,,,,,,,,,商業（卸売業、小売業）,東京都,,http://www.oh-ami.com/index.html,2026-06-29
株式会社マザーハウス,,,,,,,,,,,,,東京都,,,2026-06-29
株式会社甲羅,,,,,,,,,,,,飲食店・宿泊業,：愛知県,,https://www.kora.co.jp/,2026-06-29
株式会社GRIT,,,,,,,,,,050-5372-1096,,情報通信,東京都,,https://gritinc.org/,2026-06-29
株式会社ヤプリ,,,,,,,,,,03-6866-5730,,情報通信,東京都,,https://yappli.co.jp,2026-06-29
株式会社近鉄・都ホテルズ,,,,,,,,,,,,サービス業,：三重県,,https://www.miyakohotels.ne.jp/,2026-06-29
株式会社ツカダ・グローバルホールディング,,,,,,,,,,,,サービス業,東京都,,https://www.tsukada-global.holdings/,2026-06-29
株式会社BAKERU,,,,,,,,,,,,サービス業,東京都,,https://bakeru.co.jp/,2026-06-29
株式会社第一住建ホールディングス,,,,,,,,,,06-6223-2001,,不動産業,大阪府,,https://www.d-group.co.jp/,2026-06-29
株式会社ジーピー,,,,,,,,,,03-6273-9245,,製造業,東京都,,http://www.gp-inc.jp/,2026-06-29
株式会社湖池屋,,,,,,,,,,080-3582-2708,,製造業,東京都,,http://koike-ya.com/,2026-06-29
株式会社プレナス,,,,,,,,,,03-3289-8311,,商業（卸売業、小売業）,北海道,,https://www.plenus.co.jp/,2026-06-29
カルビー株式会社,,,,,,,,,,,,製造業,北海道,,http://www.calbee.co.jp/,2026-06-29
株式会社VOISING,,,,,,,,,,,,,東京都,,,2026-06-29
株式会社阪急阪神百貨店,,,,,,,,,,06-6361-1381,,商業（卸売業、小売業）,大阪府,,https://www.hankyu-dept.co.jp/,2026-06-29
西日本旅客鉄道株式会社,,,,,,,,,,,,倉庫・運輸関連業,東京都,,https://www.westjr.co.jp/,2026-06-29
中外鉱業株式会社,,,,,,,,,,03-3201-1541,,鉱業,東京都,,http://www.chugaikogyo.co.jp,2026-06-29
WILLER株式会社,,,,,,,,,,,,,東京都,,,2026-06-29
eBay Japan合同会社,,,,,,,,,,03-6736-5997,,サービス業,東京都,,http://www.qoo10.jp/,2026-06-29
合同会社ニタドリ,,,,,,,,,,,,サービス業,、千葉県,,https://nitadori.info/,2026-06-29
17LIVE株式会社,,,,,,,,,,,,情報通信,東京都,,https://jp.17.live/,2026-06-29
株式会社秀建コーポレーション,,,,,,,,,,03-5809-2946,,商業（卸売業、小売業）,東京都,,https://dag.thebase.in/,2026-06-29
株式会社セブン‐イレブン・ジャパン,,,,,,,,,,,,商業（卸売業、小売業）,東京都,,https://www.sej.co.jp/index.html,2026-06-29
キリンホールディングス株式会社,,,,,,,,,,03-6837-7000,,製造業,東京都,,https://www.kirinholdings.co.jp/,2026-06-29
T&G　Global Limited,,,,,,,,,,,,水産・農林業,北海道,,,2026-06-29
株式会社FoundingBase,,,,,,,,,,050-5482-3333,,情報通信,【大分県,,http://foundingbase.jp/,2026-06-29
株式会社ビヨンクール,,,,,,,,,,06-6786-8135,,商業（卸売業、小売業）,東京都,,https://beyondcool.net/,2026-06-29
アイティアクセス株式会社,,,,,,,,,,,,情報通信,神奈川県,,https://www.itaccess.co.jp/,2026-06-29
株式会社Ｂｆｕｌｌ,,,,,,,,,,0586-64-5342,,製造業,地愛知県,,http://be-full.jp/,2026-06-29
株式会社Brave group,,,,,,,,,,,,情報通信,東京都,,https://bravegroup.co.jp/,2026-06-29
株式会社ＴＯブックス,,,,,,,,,,,,情報通信,東京都,,https://www.tobooks.jp/,2026-06-29
株式会社東横イン,,,,,,,,,,03-5703-1045,,飲食店・宿泊業,都道府県,,http://www.toyoko-inn.com,2026-06-29
マリオット・インターナショナル,,,,,,,,,,,,サービス業,。沖縄県,,https://www.marriott.co.jp/,2026-06-29
合同会社 Cradle emeri,,,,,,,,,,,,,,,,2026-06-29
株式会社左右社,,,,,,,,,,03-3486-6583,,製造業,東京都,,http://sayusha.com,2026-06-29
Fintertech株式会社,,,,,,,,,,,,金融・保険業,東京都,,https://fintertech.jp/,2026-06-29
株式会社さとふる,,,,,,,,,,,,,E長野県,,,2026-06-29
一般社団法人笑顔プラス子供支援協会,,,,,,,,,,,,医療・福祉,東京都,,,2026-06-29
株式会社バンダイナムコエンターテインメント,,,,,,,,,,,,製造業,東京都,,https://www.bandainamcoent.co.jp/,2026-06-29
一般社団法人チャーミングケア,,,,,,,,,,,,,,,,2026-06-29
株式会社イプロス,,,,,,,,,,,,,東京都,,,2026-06-29
株式会社フルークフォレスト,,,,,,,,,,048-871-9747,,商業（卸売業、小売業）,（埼玉県,,https://flukeforest.jp/,2026-06-29
明海グループ株式会社,,,,,,,,,,03-5725-1686,,倉庫・運輸関連業,北海道,,https://www.meiji-group.com/,2026-06-29
共同技研化学株式会社,,,,,,,,,,04-2944-5151,,製造業,：埼玉県,,https://automotive-interiors-expo.com/,2026-06-29
RX Japan合同会社,,,,,,,,,,03-6739-4101,,サービス業,東京都,,,2026-06-29
株式会社アスマーク,,,,,,,,,,,,,,,,2026-06-29
株式会社船井総研サプライチェーンコンサルティング,,,,,,,,,,,,,東京都,,,2026-06-29
株式会社NEXER,,堀川 優基,0.7,自社採用ページ深掘り,自社採用ページ,採用責任者,,https://nexer.co.jp/recruit/message,"採用責任者
堀川 優基",03-6890-4757,,サービス業, 富山県,,https://www.nexer.co.jp/,2026-06-29
株式会社ジーン,,,,,,,,,,03-6380-6165,,サービス業,東京都,,https://jeane.jp,2026-06-29
トモヱ乳業株式会社,,,,,,,,,,0280-32-1111,,製造業, 茨城県,,https://www.tomoemilk.jp,2026-06-29
株式会社ニューステクノロジー,,,,,,,,,,03-5544-8775,,サービス業,東京都,,https://newstech.co.jp/,2026-06-29
株式会社アトム,,,,,,,,,,03-5210-8855,,不動産業,東京都,,https://a-tom.jp/,2026-06-29
パナソニック デジタル株式会社,,,,,,,,,,06-6906-2801,,情報通信,大阪府,,https://service.digital.panasonic.co.jp,2026-06-29
株式会社ライトワークス,,,,,,,,,,,,情報通信,東京都,,https://www.lightworks.co.jp/,2026-06-29
株式会社AppBrew,,神田悠衣,0.66,自社採用ページ深掘り,自社採用ページ,,,https://appbrew.io/careers/,HR神田悠衣,03-3868-3329,,情報通信,東京都,,http://appbrew.io,2026-06-29
株式会社ウブン,,,,,,,,,,,,サービス業,東京都,,https://www.ubun.co.jp/,2026-06-29
マジセミ株式会社,,,,,,,,,,03-6721-8548,,情報通信,東京都,,https://majisemi.com/service/,2026-06-29
株式会社カヤック,,区分,0.8,自社採用ページ深掘り,自社採用ページ,採用,,https://www.kayac.com/recruit/career,採用区分（アルバイトなど）,0467-61-3399,,情報通信,神奈川県,,http://www.kayac.com/,2026-06-29
大東建託株式会社,,,,,,,,,,03-6718-9174,,不動産業,東京都,,https://www.kentaku.co.jp/,2026-06-29
アセットマネジメントOne株式会社,,,,,,,,,,03-6774-5000,,金融・保険業,東京都,,https://www.am-one.co.jp/,2026-06-29
スパイラルローキャス株式会社,,,,,,,,,,052-485-7870,,情報通信,：愛知県,,https://spiral-locas.co.jp/,2026-06-29
株式会社ネオキャリア,,,,,,,,,,,,サービス業,東京都,,http://www.neo-career.co.jp/,2026-06-29
アットホーム株式会社,,,,,,,,,,,,情報通信,北海道,,https://athome-inc.jp/,2026-06-29
株式会社トランザクション・メディア・ネットワークス,,,,,,,,,,03-3517-3800,,情報通信,東京都,,https://www.tm-nets.com/,2026-06-29
株式会社ノアールジャパン,,,,,,,,,,,,商業（卸売業、小売業）,東京都,,https://noirgarcon.com,2026-06-29
東海旅客鉄道株式会社,,,,,,,,,,,,サービス業,東京都,,https://jr-central.co.jp/,2026-06-29
イオン株式会社,,,,,,,,,,043-212-6000,,商業（卸売業、小売業）,、島根県,,http://www.aeon.info/,2026-06-29
株式会社ユビレジ,,,,,,,,,,0120-691-750,,情報通信,東京都,,https://ubiregi.jp/,2026-06-29
フォルシア株式会社,,,,,,,,,,03-6457-4265,,情報通信,東京都,,http://www.forcia.com/,2026-06-29
株式会社高山実業,,,,,,,,,,050-5469-1887,,商業（卸売業、小売業）,報福岡県,,https://takayama-ind.com/,2026-06-29
株式会社エム・ピー・ソリューション,,,,,,,,,,03-6229-3680,,情報通信,東京都,,http://mp-solution.com,2026-06-29
テモナ株式会社,,,,,,,,,,,,,東京都,,,2026-06-29
日本ゼオン株式会社,,,,,,,,,,03-3216-1772,,製造業,東京都,,https://www.zeon.co.jp/,2026-06-29
ナッシュ株式会社,,,,,,,,,,050-3101-6850,,サービス業,大阪府,,https://nosh.jp/,2026-06-29
株式会社オトバンク,,,,,,,,,,03-5805-2915,,情報通信,東京都,,https://www.otobank.co.jp/,2026-06-29
アイドック株式会社,,,,,,,,,,03-5577-2208,,情報通信,東京都,,http://bookend.keyring.net/,2026-06-29
ぴあ株式会社,,,,,,,,,,03-5772-5200,,サービス業,東京都,,http://corporate.pia.jp/,2026-06-29
GRASグループ株式会社,,,,,,,,,,03-5432-9906,,情報通信,東京都,,https://gras-group.co.jp/,2026-06-29
株式会社スナックミー,,,,,,,,,,,,サービス業,東京都,,https://snaq.me/,2026-06-29
株式会社フジタコーポレーション,,,,,,,,,,0144-34-1111,,商業（卸売業、小売業）,北海道,,https://www.fujitacorp.co.jp/main/,2026-06-29
売れるネット広告社グループ株式会社,,,,,,,,,,092-834-5520,,サービス業,：福岡県,,https://group.ureru.co.jp,2026-06-29
orosy株式会社,,,,,,,,,,,,,大阪府,,,2026-06-29
株式会社花琥,,,,,,,,,,03-5579-8222,,商業（卸売業、小売業）,東京都,,,2026-06-29
株式会社LeaguE,,,,,,,,,,050-5050-2391,,商業（卸売業、小売業）,東京都,,https://league-jp.com,2026-06-29
株式会社テイラーワークス,,,,,,,,,,,,,東京都,,,2026-06-29
ウィブル証券株式会社,,,,,,,,,,0120-560-736,,金融・保険業,東京都,,https://www.webull.co.jp/,2026-06-29
abc株式会社,,,,,,,,,,03-6432-9140,,金融・保険業,東京都,,https://analytics.comcom.app,2026-06-29
株式会社wevnal,,,,,,,,,,03-5449-6477,,情報通信,東京都,,http://wevnal.co.jp,2026-06-29
モデラート株式会社,,,,,,,,,,,,商業（卸売業、小売業）,東京都,,https://moderato-inc.jp/,2026-06-29
Airwallex Japan株式会社,,,,,,,,,,,,金融・保険業,東京都,,https://www.airwallex.com/jp,2026-06-29
株式会社JPX総研,,,,,,,,,,03-3666-1361,,金融・保険業,東京都,,https://www.jpx.co.jp/,2026-06-29
株式会社ネットスターズ,,,,,,,,,,03-6260-3788,,情報通信,東京都,,http://www.netstars.co.jp/,2026-06-29
株式会社WithMidwife,,,,,,,,,,070-8400-4723,,医療・福祉,大阪府,,https://withmidwife.jp/,2026-06-29
株式会社ファミワン,,,,,,,,,,080-2243-6995,,情報通信,東京都,,https://famione.co.jp/,2026-06-29
日本調剤株式会社,,,,,,,,,,03-6810-0826,,商業（卸売業、小売業）,東京都,,https://www.nicho.co.jp,2026-06-29
株式会社EPLink,,,,,,,,,,03-4218-3500,,サービス業,東京都,,https://www.ep-link.co.jp/,2026-06-29
株式会社CROSS SYNC,,,,,,,,,,,,医療・福祉,(埼玉県,,https://cross-sync.co.jp/,2026-06-29
株式会社 静,,,,,,,,,,03-6300-7891,,商業（卸売業、小売業）,東京都,,https://shizka.co.jp/,2026-06-29
株式会社Fast Fitness Japan,,,,,,,,,,03-6279-0231,,サービス業,（福岡県,,https://fastfitnessjapan.jp/,2026-06-29
ST Agency Japan株式会社,,,,,,,,,,03-6824-5199,,サービス業,北海道,,https://www.stagency.me/,2026-06-29
クックデリ株式会社,,,,,,,,,,06-6536-2302,,商業（卸売業、小売業）,東京都,,https://www.cookdeli.com/,2026-06-29
三菱電機株式会社,,,,,,,,,,03-3218-2111,,製造業,東京都,,https://www.MitsubishiElectric.co.jp/,2026-06-29
株式会社クーリエ,,,,,,,,,,03-6831-4570,,情報通信,東京都,,https://koshokyo.or.jp,2026-06-29
NPO法人タダカヨ,,,,,,,,,,090-1155-6056,,医療・福祉,,,https://tadakayo.jp/,2026-06-29
有限会社４０５,,,,,,,,,,045-222-2662,,商業（卸売業、小売業）,神奈川県,,http://www.405.ne.jp/,2026-06-29
株式会社アズパートナーズ,,,,,,,,,,03-5577-6510,,サービス業,東京都,,https://www.as-partners.co.jp/,2026-06-29
ＳＯＭＰＯひまわり生命保険株式会社,,,,,,,,,,03-6742-3111,,金融・保険業,ー宮城県,,https://www.himawari-life.co.jp/,2026-06-29
株式会社BONX,,,,,,,,,,,,製造業,東京都,,https://bonx.co/ja/,2026-06-29
株式会社Mountain Gorilla,,,,,,,,,,080-4919-8251,,情報通信,大阪府,,https://mountain-gorilla.co.jp/,2026-06-29
社会福祉法人ちとせ交友会,,,,,,,,,,03-3222-3250,,医療・福祉,東京都,,https://www.chitosek.or.jp/,2026-06-29
社会福祉法人ヒトトナリ,,,,,,,,,,092-753-9610,,医療・福祉,：福岡県,,https://hitotonari.or.jp/,2026-06-29
株式会社あるやうむ,,,,,,,,,,,,,,,,2026-06-29
株式会社　重線,,,,,,,,,,,,,：福岡県,,,2026-06-29
松田綜合法律事務所,,,,,,,,,,03-3272-0101,,サービス業,東京都,,https://jmatsuda-law.com/,2026-06-29
社会福祉法人絆友会,,,,,,,,,,048-711-5697,,医療・福祉,東京都,,https://www.honbu.hanyuukai.biz/,2026-06-29
株式会社やる気スイッチグループ,,,,,,,,,,,,,：愛媛県,,,2026-06-29
株式会社HITOWA,,,,,,,,,,03-6632-7700,,サービス業,東京都,,https://www.hitowa.com/,2026-06-29
株式会社ポピンズ,,,,,,,,,,03-3447-2166,,サービス業,大阪府,,https://www.poppins.co.jp/,2026-06-29
株式会社リソー教育グループ,,,,,,,,,,03-5996-2501,,教育・学習支援業,】長野県,,https://www.riso-kyoikugroup.com/,2026-06-29
株式会社VLCセキュリティ,,,,,,,,,,03-4500-6500,,サービス業,東京都,,https://vlcsecurity.com,2026-06-29
"Shanghai Lexiang Technology Co., Ltd",,,,,,,,,,,,製造業,滋賀県,,https://www.dpvr.com/en/,2026-06-29
株式会社ネイティブキャンプ,,,,,,,,,,03-5877-4801,,情報通信,東京都,,https://nativecamp.co.jp,2026-06-29
一般社団法人技術同友会,,,,,,,,,,03-6380-8710,,財団法人・社団法人・宗教法人,東京都,,https://jaotex.or.jp/,2026-06-29
Edv Future株式会社,,,,,,,,,,,,,東京都,,,2026-06-29
株式会社みんがく,,,,,,,,,,03-4335-3965,,教育・学習支援業,東京都,,https://mingaku.net/,2026-06-29
ELSA Corp.,,,,,,,,,,,,教育・学習支援業,東京都,,https://elsanow.jp/,2026-06-29
公益社団法人日本サーフィン連盟,,,,,,,,,,03-6434-7341,,財団法人・社団法人・宗教法人,東京都,,https://www.nsa-surf.org/,2026-06-29
スタディポケット株式会社,,,,,,,,,,,,教育・学習支援業,東京都,,https://studypocket.ai/,2026-06-29
TAC株式会社,,,,,,,,,,,,,,,,2026-06-29
株式会社インタースペース,,,,,,,,,,03-5339-8680,,サービス業,東京都,,https://www.interspace.ne.jp/,2026-06-29
ＪＲ東海不動産株式会社,,,,,,,,,,03-4346-2451,,不動産業,東京都,,https://www.jr-estate.com/,2026-06-29
株式会社ポリグロッツ,,,,,,,,,,03-4361-2364,,教育・学習支援業,東京都,,https://www.polyglots.net/,2026-06-29
株式会社TRIAD,,,,,,,,,,,,不動産業,東京都,,http://triad.company/,2026-06-29
株式会社Archi Village,,,,,,,,,,,,,,,,2026-06-29
株式会社テレビ東京ホールディングス,,,,,,,,,,03-6635-1771,,情報通信,東京都,,http://www.txhd.co.jp/,2026-06-29
株式会社DYM,,,,,,,,,,03-5745-0200,,サービス業,東京都,,http://dym.asia,2026-06-29
株式会社プレサンス,,,,,,,,,,06-4793-1650,,不動産業,大阪府,,https://www.pressance.co.jp/,2026-06-29
株式会社新東通信,,,,,,,,,,052-951-3831,,サービス業,東京都,,https://www.shinto-tsushin.co.jp/,2026-06-29
株式会社新庄砕石工業所,,,,,,,,,,0233-23-5077,,建設業,：山形県,,https://www.shinjosaiseki.com/,2026-06-29
株式会社FIRST,,,,,,,,,,,,,｜埼玉県,,,2026-06-29
東レインターナショナル株式会社,,,,,,,,,,03-3245-5880,,商業（卸売業、小売業）,東京都,,https://www.toray-intl.co.jp/,2026-06-29
株式会社Polyuse,,,,,,,,,,03-6689-1100,,建設業,東京都,,https://polyuse.xyz/,2026-06-29
一般財団法人建設物価調査会,,,,,,,,,,03-3663-2411,,財団法人・社団法人・宗教法人,東京都,,https://www.kensetu-bukka.or.jp/,2026-06-29
兵庫県弁護士会,,,,,,,,,,078-341-7061,,サービス業,ド兵庫県,,https://www.hyogoben.or.jp/,2026-06-29
ロート製薬株式会社,,,,,,,,,,06-6758-1231,,製造業,大阪府,,https://www.rohto.co.jp/,2026-06-29
株式会社T2,,,,,,,,,,,,倉庫・運輸関連業,大阪府,,https://t2.auto/,2026-06-29
株式会社NTTデータCCS,,,,,,,,,,,,,東京都,,,2026-06-29
株式会社BREXA CrossBorder,,,,,,,,,,06-4256-1282,,サービス業,東京都,,https://crossborder.brexa.com/,2026-06-29
リンカーズ株式会社,,,,,,,,,,,,,東京都,,,2026-06-29
bestat株式会社,,,,,,,,,,,,,,,,2026-06-29
株式会社メイテンス,,,,,,,,,,,,,東京都,,,2026-06-29
日本シグマックス株式会社,,,,,,,,,,,,製造業,東京都,,https://www.sigmax.co.jp,2026-06-29
株式会社TOUCH TO GO,,,,,,,,,,,,,東京都,,,2026-06-29
株式会社ＳｔｙＬｅ,,,,,,,,,,,,,,,,2026-06-29
GET株式会社,,,,,,,,,,080-4385-1369,,飲食店・宿泊業,九州各県,,,2026-06-29
株式会社ヴィーナスダイニング,,,,,,,,,,,,,北海道,,,2026-06-29
株式会社TYL,,,,,,,,,,,,,,,,2026-06-29
株式会社ファッズ,,,,,,,,,,,,飲食店・宿泊業,京都府,,https://www.phads.jp,2026-06-29
東京ガス株式会社,,,,,,,,,,,,電気・ガス業,東京都,,http://www.tokyo-gas.co.jp/,2026-06-29
株式会社DearOne,,,,,,,,,,03-6381-5062,,情報通信,東京都,,https://www.dearone.io/,2026-06-29
株式会社Hacobu,,,,,,,,,,050-5358-8885,,情報通信,東京都,,https://hacobu.jp/,2026-06-29
New Commerce Ventures株式会社,,,,,,,,,,,,情報通信,東京都,,https://newcommerce.ventures/,2026-06-29
TAIMATSU株式会社,,,,,,,,,,03-6824-5991,,サービス業,東京都,,https://www.tai-matsu.jp/,2026-06-29
ecoeat株式会社,,,,,,,,,,,,,,,,2026-06-29
エボラニ株式会社,,,,,,,,,,050-5363-3284,,情報通信,神奈川県,,https://evolany.com/,2026-06-29
AIデータ株式会社,,,,,,,,,,03-6683-0890,,情報通信,東京都,,https://www.aidata.co.jp/,2026-06-29
株式会社オークネット,,,,,,,,,,03-6440-2500,,情報通信,東京都,,https://www.aucnet.co.jp/,2026-06-29
株式会社 ワールド,,,,,,,,,,078-302-3111,,商業（卸売業、小売業）,東京都,,http://corp.world.co.jp/,2026-06-29
株式会社ニューロープ,,,,,,,,,,,,,東京都,,,2026-06-29
株式会社HataLuck and Person,,,,,,,,,,03-6435-9057,,情報通信,東京都,,https://corp.hataluck.com,2026-06-29
ワイエスインターナショナル株式会社,,,,,,,,,,03-6418-9338,,商業（卸売業、小売業）,東京都,,http://www.ys-international.co.jp/,2026-06-29
株式会社MFC STORE,,,,,,,,,,03-6452-3334,,商業（卸売業、小売業）,東京都,,,2026-06-29
株式会社フェイス,,,,,,,,,,076-287-6593,,商業（卸売業、小売業）,：石川県,,https://camshop.jp,2026-06-29
株式会社HUIS,,,,,,,,,,053-548-4713,,製造業,東京都,,https://1-huis.com/,2026-06-29
株式会社ベイコスメティックス,,,,,,,,,,,,製造業,大阪府,,,2026-06-29
株式会社サンエス,,,,,,,,,,084-963-1111,,製造業,：広島県,,https://www.sun-s.jp/index.html,2026-06-29
Parket Inc.,,,,,,,,,,,,商業（卸売業、小売業）,,,,2026-06-29
株式会社トリクル,,,,,,,,,,03-3830-0812,,情報通信,東京都,,http://tricle-ltd.co.jp/,2026-06-29
カリフォルニアプルーン協会,,,,,,,,,,,,水産・農林業,,,https://www.prune.jp/,2026-06-29
株式会社バリュープランニング,,,,,,,,,,078-222-7074,,商業（卸売業、小売業）,。兵庫県,,https://www.valueplanning.co.jp,2026-06-29
医療法人社団エミナル（エミナルクリニックメンズ）,,,,,,,,,,093-967-8753,,医療・福祉,東京都,,https://mens-eminal.jp/,2026-06-29
株式会社 Hamanako Destination,,,,,,,,,,053-401-1233,,サービス業,（静岡県,,https://hamanako-destination.com,2026-06-29
株式会社アクシージア,,,,,,,,,,03-6304-5840,,商業（卸売業、小売業）,東京都,,https://axxzia.co.jp/,2026-06-29
株式会社リクルート,,,,,,,,,,,,サービス業,東京都,,,2026-06-29
公益財団法人アイヌ民族文化財団,,,,,,,,,,011-271-4171,,財団法人・社団法人・宗教法人,北海道,,https://www.ff-ainu.or.jp/,2026-06-29
合資会社一條旅舘,,,,,,,,,,0224-26-2151,,サービス業,門宮城県,,https://www.ichijoh.co.jp,2026-06-29
PEDALSTANDARD株式会社,,,,,,,,,,,,情報通信,9都府県,,https://pedalstandard.com/,2026-06-29
株式会社DONUTS,,,,,,,,,,,,情報通信,北海道,,http://www.donuts.ne.jp/,2026-06-29
株式会社グランビスタ　ホテル＆リゾート,,,,,,,,,,03-5209-4121,,飲食店・宿泊業,東京都,,https://www.granvista.co.jp/,2026-06-29
株式会社快活フロンティア,,,,,,,,,,045-590-4888,,サービス業,（愛知県,,https://kaikatsufrontier.co.jp/,2026-06-29
株式会社温故知新,,,,,,,,,,,,飲食店・宿泊業,神奈川県,,https://okcs.co.jp/company,2026-06-29
互恵株式会社,,,,,,,,,,026-217-8121,,飲食店・宿泊業,【長野県,,https://www.gokei-g.com/,2026-06-29
両備ホールディングス株式会社,,,,,,,,,,086-232-2118,,倉庫・運輸関連業,東京都,,https://www.ryobi-holdings.jp/,2026-06-29
合同会社Smilecure,,,,,,,,,,090-4545-1506,,サービス業,神奈川県,,https://wannyan-smile.com/,2026-06-29
株式会社　and Vet,,,,,,,,,,,,医療・福祉,東京都,,https://and-vet.com/,2026-06-29
日本ペットホテル協会株式会社,,,,,,,,,,,,,：愛知県,,,2026-06-29
株式会社ハグオール,,,,,,,,,,050-3095-4513,,商業（卸売業、小売業）,：滋賀県,,https://hugbox.jp/,2026-06-29
ハウステンボス株式会社,,,,,,,,,,0570-064-110,,サービス業,「長崎県,,https://www.huistenbosch.co.jp/,2026-06-29
第一アイペット損害保険株式会社,,,,,,,,,,,,金融・保険業,東京都,,https://www.ipet-ins.com/,2026-06-29
楽天グループ株式会社,,,,,,,,,,,,サービス業,北海道,,http://travel.rakuten.co.jp/,2026-06-29
日本精化株式会社,,,,,,,,,,06-6231-4781,,製造業,大阪府,,https://www.nipponseika.co.jp/,2026-06-29
水谷養蜂園株式会社,,,,,,,,,,,,製造業,東京都,,https://tamitu.jp/,2026-06-29
株式会社フィル・エ・クチーレ,,,,,,,,,,082-879-0204,,商業（卸売業、小売業）,：広島県,,https://fil-et-cucire.com/,2026-06-29
株式会社三栄コーポレーション,,,,,,,,,,,,商業（卸売業、小売業）,東京都,,https://www.pro-bousai.jp/shopdetail/000000000156,2026-06-29
生活協同組合連合会コープ自然派・オレンジコープ事業連合,,,,,,,,,,078-998-0850,,商業（卸売業、小売業）,鹿児島県,,https://www.shizenha.net/,2026-06-29
株式会社デジオン,,,,,,,,,,,,,東京都,,,2026-06-29
株式会社ホイッスル三好,,,,,,,,,,,,サービス業,東京都,,https://www.yousyusyonin.com/,2026-06-29
不二製油 株式会社,,,,,,,,,,,,製造業,大阪府,,https://www.fujioil.co.jp/,2026-06-29
株式会社セガ,,,,,,,,,,,,,東京都,,,2026-06-29
株式会社ラクーンホールディングス,,,,,,,,,,03-5652-1692,,情報通信,東京都,,http://www.raccoon.ne.jp/,2026-06-29
株式会社筑波農場,,,,,,,,,,,,, 茨城県,,,2026-06-29
パルシステム生活協同組合連合会,,,,,,,,,,03-6233-7200,,商業（卸売業、小売業）,和歌山県,,https://www.pal-system.co.jp/,2026-06-29
株式会社CULTA,,,,,,,,,,050-1722-5537,,水産・農林業,：千葉県,,https://culta.jp/,2026-06-29
株式会社MINORICA,,,,,,,,,,,,水産・農林業,：沖縄県,,https://www.minorica-agri.com/,2026-06-29
株式会社Looop,,,,,,,,,,03-4577-9001,,電気・ガス業,東京都,,https://looop.co.jp/,2026-06-29
株式会社バイウィル,,,,,,,,,,03-6262-3584,,サービス業,る島根県,,https://www.bywill.co.jp/,2026-06-29
AZAPA株式会社,,,,,,,,,,052-221-7350,,情報通信,：愛知県,,http://www.azapa.co.jp,2026-06-29
ボードライダーズジャパン合同会社,,,,,,,,,,0120-32-9190,,商業（卸売業、小売業）,神奈川県,,,2026-06-29
株式会社日本計画研究所,,,,,,,,,,03-5793-9761,,教育・学習支援業,東京都,,https://www.jpi.co.jp,2026-06-29
TAOKE ENERGY株式会社,,,,,,,,,,03-6452-8666,,製造業,東京都,,https://www.taoke-energy.com/,2026-06-29
Agro Ludens株式会社,,,,,,,,,,03-5832-9453,,製造業,、福島県,,https://www.agroludens.com/,2026-06-29
ユニ・チャーム株式会社,,,,,,,,,,03-6722-1019,,製造業,東京都,,https://www.unicharm.co.jp/ja/company.html,2026-06-29
mui Lab株式会社,,,,,,,,,,075-708-8660,,情報通信,北海道,,https://muilab.com/,2026-06-29
フジテコム株式会社,,,,,,,,,,,,,東京都,,,2026-06-29
株式会社フォーステック,,,,,,,,,,,,,,,,2026-06-29
OOKABE GLASS株式会社,,,,,,,,,,,,,：福井県,,,2026-06-29
株式会社エフピコ,,,,,,,,,,03-5320-0717,,製造業,東京都,,https://www.fpco.jp,2026-06-29
株式会社モリタホールディングス,,,,,,,,,,03-6400-3485,,製造業,東京都,,https://www.morita119.com,2026-06-29
株式会社ソラコム,,,,,,,,,,,,情報通信,東京都,,https://soracom.com,2026-06-29
株式会社　大和,,,,,,,,,,0263-71-3600,,商業（卸売業、小売業）,：長野県,,http://www.ymt-yamato.co.jp/,2026-06-29
株式会社　ACCESS,,,,,,,,,,,,,,,,2026-06-29
株式会社Fusic,,,,,,,,,,092-737-2616,,情報通信,：福岡県,,https://fusic.co.jp/,2026-06-29
一般社団法人日本ロボットシステムインテグレータ協会,,,,,,,,,,03-6453-0131,,財団法人・社団法人・宗教法人, 埼玉県,,https://www.jarsia.jp,2026-06-29
株式会社Braveridge,,,,,,,,,,092-834-5789,,製造業,：福岡県,,https://www.braveridge.com/,2026-06-29
メカトラックス株式会社,,,,,,,,,,,,製造業,,,https://mechatrax.com/,2026-06-29
株式会社イノベント,,,,,,,,,,03-6812-9421,,サービス業,東京都,,https://innovent.co.jp/,2026-06-29
株式会社チトセロボティクス,,,,,,,,,,03-5615-8271,,情報通信,東京都,,https://chitose-robotics.com/,2026-06-29
オープン株式会社,,,,,,,,,,,,情報通信,東京都,,https://open.co.jp/,2026-06-29
GROOVE X 株式会社,,,,,,,,,,,,製造業,東京都,,https://groove-x.com/,2026-06-29
エプソン販売株式会社,,,,,,,,,,,,商業（卸売業、小売業）,東京都,,https://www.epson.jp/,2026-06-29
学校法人東京電機大学,,,,,,,,,,03-5284-5120,,教育・学習支援業,東京都,,https://www.dendai.ac.jp/,2026-06-29
株式会社Liberaware,,,,,,,,,,,,,：千葉県,,,2026-06-29
株式会社マゼックス,,,,,,,,,,072-960-3221,,製造業,大阪府,,https://mazex.jp/,2026-06-29
