企業名,法人番号,採用担当者名,担当者確度,取得手法,取得元,役職,部署,根拠URL,根拠,電話番号,従業員数,業種,都道府県,新卒フラグ,公式URL,取得日
株式会社クロステック,1020001037212,,,,,,,,,03-5860-7565,195,各種情報システムの提案・設計・開発、通信ソフトウェア・制御ソフトウェア・基本ソフトウェアの設計・開発、ハ?ッケーシ?ソフ,神奈川県横浜市港北区篠原北２丁目４番１号,○,http://www.xtec.co.jp/,2026-06-25
池田煖房工業株式会社,1430001001267,,,,,,,,,011-726-1151,188,設備工事業,北海道札幌市北区北十二条西３丁目２番２０号,○,http://www.ikedan.co.jp/,2026-06-25
株式会社リサーチアンドソリューション,1290001017278,,,,,,,,,092-281-5729,237,ソフトウェア開発・販売 間接業務支援,福岡県福岡市博多区上呉服町１２番３３号,○,http://www.rands-co.com/,2026-06-25
サイレックス・テクノロジー株式会社,2130001037373,,,,,,,,,0774-98-3781,245,ネットワーク・ワイヤレス技術を活かした製品の開発・製造・販売,京都府相楽郡精華町光台２丁目３番地１,○,https://www.silex.jp/,2026-06-25
株式会社セントラルユニ,1010001103857,,,,,,,,,03-3556-1331,221,医療設備機器の製造及び販売,東京都千代田区西神田２丁目３番１６号,○,https://corporate.central-uni.co.jp/,2026-06-25
株式会社奥井組,2030001026824,,,,,,,,,04-2931-1091,180,運輸業 建設業（建築・土木等） 機械設置業 物流業,埼玉県入間市新光１９１番地１,○,https://okuigumi.co.jp/,2026-06-25
三機テクノサポート株式会社,1010001116842,,,,,,,,,03-6367-7640,231,建築設備工事業,東京都中央区明石町８番１号,○,https://www.sanki.co.jp/sts/,2026-06-25
日本リック株式会社,1010001101679,,,,,,,,,03-6272-8975,210,人材サービス業、福祉介護事業,東京都千代田区飯田橋４丁目８番１３号,○,https://www.nipponrick.co.jp/,2026-06-25
株式会社ケアコネクトジャパン,1080001006310,,,,,,,,,054-202-0300,194,高齢者、障害者施設向けソフトウェアの開発および販売 診療記録および看護記録管理システムの開発および販売 保育所、幼稚園向,静岡県静岡市駿河区南町１８番１号サウスポット静岡,○,https://www.carekarte.jp/,2026-06-25
古川電気工業株式会社,1370001006009,,,,,,,,,022-236-6031,248,配電盤・分電盤・制御盤等の電気機械器具製造及び販売,宮城県仙台市宮城野区扇町２丁目１番１０号,○,https://furukawa-denki.com/,2026-06-25
株式会社スズキ自販滋賀,1160001001088,,,,,,,,,077-551-1589,193,自動車販売修理,滋賀県栗東市六地蔵１１７２番,○,https://www.suzuki.co.jp/dealer/sj-shiga/,2026-06-25
株式会社オカムラ,2330001012686,,,,,,,,,0964-33-0131,209,廃棄物収集運搬業、ビルメンテナンス業,熊本県宇城市松橋町久具１９４８番地１,○,https://okamura-tmc.co.jp/,2026-06-25
株式会社スズキ自販松山,1500001002274,,,,,,,,,089-971-6112,177,自動車販売・修理　他,愛媛県松山市高岡町１８３番地３,○,https://www.suzuki.co.jp/dealer/sj-matsuyama/,2026-06-25
中央紙器工業株式会社,1180001045224,,,,,,,,,052-400-2800,186,段ボール製造業,愛知県清須市春日宮重町３６３番地,○,http://www.mcpack.co.jp/,2026-06-25
テスコ株式会社,1370001009259,,,,,,,,,03-5244-5311,188,医療機器の販売、賃貸、修理及び保守,宮城県仙台市泉区大沢３丁目４番地の３,,https://tesco-inc.jp/,2026-06-25
日新興業株式会社,1120001057571,,,,,,,,,03-3238-6624,177,,大阪府大阪市淀川区三国本町１丁目１２番３０号,,https://www.nissin-tw.com/,2026-06-25
株式会社シバックス,1020001008907,,,,,,,,,045-934-7211,210,輸送用機械器具製造業,神奈川県横浜市都筑区川和町２５５番地３,,https://sivax.co.jp/,2026-06-25
福岡センコー運輸株式会社,1290001019349,,,,,,,,,092-645-0019,180,貨物自動車運送業,福岡県福岡市東区箱崎ふ頭２丁目２番４１号,,https://www.crossroadfukuoka.jp/,2026-06-25
清和肥料工業株式会社,1120001082578,,,,,,,,,0120-372-211,177,,大阪府大阪市中央区備後町４丁目３番４号,,https://www.seiwa-p.co.jp/shop/default.aspx,2026-06-25
東洋警備保障株式会社,1290801002636,,,,,,,,,03-3945-8172,160,,福岡県北九州市小倉北区今町１丁目１番４１号,,https://www.toyo.ac.jp/,2026-06-25
株式会社グッドライフ,1021001000589,,,,,,,,,03-5797-8030,250,食料品・日用雑貨品小売業,神奈川県藤沢市鵠沼東２番３号,,https://goodlifes.jp/,2026-06-25
加賀ソルネット株式会社,1010001087332,,,,,,,,,0761-72-1111,200,コンヒ?ュータ・システムの導入及ひ?機器・ソフトウェアの販売・サホ?ート、ハ?ソコン関連商品、映像関連商品、AV関連商品,東京都中央区八丁堀３丁目２７番１０号,,https://www.city.kaga.ishikawa.jp/,2026-06-25
シブヤ食品株式会社,1370001003187,,,,,,,,,0829-34-4500,220,配達飲食サービス業,宮城県仙台市宮城野区岡田西町３番４０号,,http://www.shibuya-group.co.jp/,2026-06-25
オフィスコム株式会社,1010001125570,,,,,,,,,03-6833-0000,196,,東京都千代田区九段北４丁目１番７号,,https://www.office-com.jp/,2026-06-25
オリックスレンタカー・カメイ株式会社,1370001007493,,,,,,,,,0570-01-8862,244,,宮城県仙台市青葉区本町２丁目１０番２８号,,https://www.buffaloes.co.jp/,2026-06-25
宮城中央ヤクルト販売株式会社,1370801000276,,,,,,,,,022-211-2111,228,乳酸菌飲料販売,宮城県名取市植松字宮島７７番地,,https://www.pref.miyagi.jp/,2026-06-25
共栄エンジニアリング株式会社,1110001012362,,,,,,,,,0773-22-6241,162,,新潟県阿賀野市山倉１９１２番地２,,https://www.kyoei.ed.jp/,2026-06-25
ＵＤトラックス新潟株式会社,1110001007255,,,,,,,,,0120-672-301,167,トラック販売・整備,新潟県新潟市秋葉区川口５８０番地１１,,https://www.udtrucks.com/,2026-06-25
株式会社ミック,2011101020553,,,,,,,,,045-929-5776,181,,千葉県柏市若柴２２６番地４４中央１４１街区１,,https://e-mic.co.jp/,2026-06-25
長野リネンサプライ株式会社,1100001002554,,,,,,,,,026-232-0111,189,ホテル・病院等の寝具の販売・リース・クリーニング。ユニフォームの販売。クリーニング資材の販売。,長野県長野市アークス１３番７号,,https://www.pref.nagano.lg.jp/,2026-06-25
中日本メディカルリンク株式会社,1100001015044,,,,,,,,,052-719-2121,227,医療機器・医薬品・介護用品の販売、メンテナンス,長野県松本市丸の内８番１号,,https://www.dragons.jp/,2026-06-25
不二越機械工業株式会社,1100001002967,,,,,,,,,026-261-2000,227,,長野県長野市松代町清野１６５０番地,,https://www.fmc-fujikoshi.co.jp/,2026-06-25
中日技研株式会社,2200001003401,,,,,,,,,052-719-2121,230,,岐阜県岐阜市鏡島精華１丁目７番１９号,,https://www.dragons.jp/,2026-06-25
スプリングエイトサービス株式会社,1140001039709,,,,,,,,,053-445-1122,154,,兵庫県たつの市新宮町光都１丁目２０番５号,,https://www.spring-net.com/,2026-06-25
キタイ設計株式会社,2160001010600,,,,,,,,,0120-912-039,204,建設コンサルタント,滋賀県近江八幡市安土町上豊浦１０３０番地,,https://www.dell.com/ja-jp,2026-06-25
阪神千代田株式会社,1120001069253,,,,,,,,,0798-48-8455,242,総合建物管理（清掃、設備管理、警備）,大阪府大阪市北区曾根崎新地２丁目６番１２号,,https://hanshintigers.jp/,2026-06-25
株式会社テクアノーツ,1120901030611,小田,0.7,自社採用ページ深掘り,自社採用ページ,人事部,人事部,https://www.tequanauts.co.jp/freshman/,採用担当 小田・舟木,048-424-2800,150,潜水工事、浮体構造物や水草刈取船の設計・製作、水中ロボットによる水道施設メンテナンスなど水環境社会インフラの整備,埼玉県川口市芝下１丁目１番３号,,https://www.tequanauts.co.jp/,2026-06-25
横浜植木株式会社,1020001013956,,,,,,,,,045-262-7417,296,総合園芸業 種苗開発販売 園芸資材卸売 ＷＥＢネット販売 造園工事・指定管理・植栽管理,神奈川県横浜市南区唐沢１５番地,○,https://www.yokohamaueki.co.jp/,2026-06-25
ハムリー株式会社,1050001019190,,,,,,,,,0120-175-955,187,受託研究,茨城県古河市尾崎２６３８番地の２,,https://www.nipponham.co.jp/,2026-06-25
株式会社Ｄｅｆ　ｔｒｉｂｅ,1120001176149,,,,,,,,,06-6643-9305,150,経営コンサルティング業務 システムコンサルティング業務 システム開発全般 IT技術教育,大阪府大阪市西区靱本町１丁目１２番４号信濃橋東洋ビル７階,,https://www.e-deftribe.com/,2026-06-25
東邦化工建設株式会社,1080101006409,,,,,,,,,055-987-1087,124,各種プラントエンジニアリング 各種分析ソリューション,静岡県駿東郡長泉町上土狩字高石２３４番地,,https://www.t-cec.co.jp/,2026-06-25
株式会社ユーメディア,1370001004227,,,,,,,,,022-224-5151,134,広告・印刷・プロモーション支援事業,宮城県仙台市若林区六丁の目西町４番１２号,,https://www.u-media.jp/,2026-06-25
キノンビクス株式会社,2160001013322,,,,,,,,,077-552-1144,102,電気工事、電気通信工事,滋賀県栗東市高野５７７番地１,,https://www.kinon.co.jp/,2026-06-25
仙台ガスサービス株式会社,1370001006710,,,,,,,,,022-792-6611,100,●ガス器具の販売・施工・修理 ●ガス設備の設計・施工 ●ガスコージェネレーションシステム ●キッチン・浴室・トイレ・水廻,宮城県仙台市宮城野区幸町３丁目１２番１５号,,https://www.sgs-jp.net/,2026-06-25
株式会社協同,1210001007526,,,,,,,,,086-473-3898,112,服飾副資材卸,岡山県倉敷市児島下の町９丁目１２番コ２号,,https://www.kwl.co.jp/,2026-06-25
東洋システム株式会社,2380001013457,,,,,,,,,0246-72-2151,130,●二次電池の充放電評価装置の設計・開発・製造・販売 ●電池試作装置・安全性評価装置の設計・開発・製造・販売 ●Li-,福島県いわき市常磐西郷町銭田１０６番地の１,,https://toyo-system.co.jp/,2026-06-25
阪神内燃機工業株式会社,1140001010149,,,,,,,,,078-923-3446,288,船舶用ディーゼル機関の設計・製造・販売・アフターサービス,兵庫県神戸市中央区海岸通８番地,○,https://www.hanshin-dw.co.jp/,2026-06-25
勝田環境株式会社,1050001006676,,,,,,,,,029-272-2141,150,一般、産業廃棄物収集運搬業,茨城県ひたちなか市大字津田２５５４番地の２,,https://www.katsukan.com/,2026-06-25
株式会社三協技術,1370001005118,佐々木,0.7,自社採用ページ深掘り,自社採用ページ,新卒採用,,https://sankyocc.jp/recruit/graduates1.html,"新卒採用担当
 佐々木・粟津",022-224-5503,263,建設コンサルタント業／測量業／地質調査業／補償コンサルタント業／IT関連事業／埋蔵文化財調査／建築設計・監理／建設工事・,宮城県仙台市青葉区国分町３丁目８番１４号,○,https://sankyocc.jp/,2026-06-25
山陽電研株式会社,2260001002678,,,,,,,,,086-279-0591,259,電気機器組み立て,岡山県岡山市中区乙多見４４９番地,○,https://www.sanyodenken.co.jp/,2026-06-25
ＯＥＣ株式会社,2260001001143,,,,,,,,,086-227-1121,285,システムインテグレーションサービス ソフトウェア開発 ＩＤＣサービス アウトソーシング ＡＳＰサービス ＷＥＢ関連サービ,岡山県岡山市北区本町６番３６号,○,https://www.oec-o.co.jp/,2026-06-25
イオンコンパス株式会社,2040001008549,,,,,,,,,043-297-4300,270,旅行業,千葉県千葉市美浜区中瀬２丁目６番地１,○,https://www.aeoncompass.co.jp/,2026-06-25
ＮＤＳインフォス株式会社,1180001056171,,,,,,,,,052-223-5255,265,◆ビジネスアプリケーション開発 お客様のビジネスフローに最適なシステム企画、開発 ◆組込系ソフトウェア開発 自動車系,愛知県名古屋市中区錦１丁目８番６号,○,https://www.nds-infos.co.jp/,2026-06-25
Ｂｉｔｃｏｉｎ　Ｊａｐａｎ株式会社,1010001034953,,,,,,,,,03-6824-9481,124,和装品、洋装品、寝装品、健康関連商材等と貴金属・宝石等の卸売販売 意匠撚糸の製造販売,東京都墨田区横網１丁目１０番５号,,https://www.hotta-marusho.co.jp/,2026-06-25
株式会社福島情報処理センター,1380001006486,,,,,,,,,024-923-2116,260,・自治体、医療、民間等システムソリューション ・システム開発、運用、アウトソーシング ・データセンター運営,福島県郡山市桑野３丁目１８番２４号,○,https://fic.co.jp/,2026-06-25
名古屋酸素株式会社,1180001007067,,,,,,,,,052-381-5285,116,高圧ガス他販売業,愛知県名古屋市港区小碓１丁目１２番地,,https://nagoya-sanso.co.jp/,2026-06-25
第一電子株式会社,1140001004992,,,,,,,,,0120-743-506,115,OA機器・IT機器の販売及びメンテナンス,兵庫県神戸市西区伊川谷町有瀬３０１番地,,https://www.ddk.ne.jp/,2026-06-25
株式会社双葉工業社,1430001015201,,,,,,,,,011-721-6391,143,●営業品目 1.送電用、無線用鉄塔(アングル型、鋼管型各種) 2.発電用、変電用、その他鉄鋼、架台 3.配電、通,北海道札幌市東区北二十二条東１丁目１番５０号,,http://www.k-futaba.co.jp/,2026-06-25
光和管財株式会社,1140001007599,,,,,,,,,078-777-4390,114,ビルメンテナンス事業,兵庫県神戸市中央区磯辺通３丁目２番１７号ＫＯＷＡワールド三宮ビル,,https://kowa-kanzai.co.jp/,2026-06-25
東京貿易テクノシステム株式会社,1010001061642,,,,,,,,,046-246-3956,128,,東京都中央区京橋２丁目２番１号,,https://www.tbts.co.jp/,2026-06-25
札建工業株式会社,2430001006736,,,,,,,,,011-737-2210,137,総合建設業,北海道札幌市北区北七条西６丁目２番地３４,,https://www.sakkenkogyo.jp/,2026-06-25
株式会社トーホーエンジニアリング,1430002034968,,,,,,,,,011-837-8010,102,建設コンサルタント業,北海道札幌市豊平区平岸二条６丁目１番１４号三慶ビル３階,,https://www.toho-engineering.jp/,2026-06-25
株式会社サンコー,2430001019011,,,,,,,,,011-882-3500,101,情報処理加工業(複写・マイクロ・スキャニング・CAD マッピング業務等),北海道札幌市清田区北野二条３丁目１１番２２号,,https://www.sancoh.co.jp/,2026-06-25
株式会社丹新ビルサービス,2130001041160,,,,,,,,,0773-24-4602,121,総合ビルメンテナンス業,京都府福知山市東羽合町１６４番地,,https://tanshin-bs.co.jp/,2026-06-25
富士共同物流株式会社,2030001010670,,,,,,,,,048-835-6861,120,一般貨物自動車運送業 貨物利用運送業 警備輸送業,埼玉県さいたま市浦和区上木崎３丁目９番６号,,https://www.fkb.co.jp/,2026-06-25
株式会社ディスカバリー,1120001194092,,,,,,,,,092-791-3330,141,デジタルマーケティング支援 クリエイティブ・制作 通販支援 キャスティング プロダクト・メディア開発・運営,大阪府大阪市中央区安土町１丁目８番１５号,,https://discovery-inc.com/,2026-06-25
株式会社三明,1080001008018,,,,,,,,,054-353-3271,103,産業用電子制御機器販売 海洋漁業機器販売,静岡県静岡市清水区松原町６番１６号,,https://www.sanmei.co.jp/,2026-06-25
カガク興商株式会社,1370301000322,,,,,,,,,0225-95-3381,101,石油・ガソリン販売 LPG販売 高圧ガス販売,宮城県石巻市三ツ股１丁目２番７７号,,http://www.kagaku-k.co.jp/,2026-06-25
カーツ株式会社,1260001009187,,,,,,,,,086-942-1111,108,小型エンジンなどの設計・開発,岡山県岡山市東区西大寺五明３８７番地１,,https://www.kaaz.co.jp/index.html,2026-06-25
ツバメ工業株式会社,2500001014715,,,,,,,,,0875-27-8441,105,封筒製造,愛媛県四国中央市川之江町２４１５番地,,https://www.8441.jp/,2026-06-25
白鷺電気工業株式会社,1330001002440,,,,,,,,,096-380-7171,135,建設業（電気工事業）,熊本県熊本市東区御領８丁目３番３８号,,https://www.shirasagidenki.co.jp/sdgs/work-style/diversity/,2026-06-25
株式会社プロシップ,1010001073852,,,,,,,,,050-1791-3001,276,ソフトウェアパッケージ開発・販売,東京都千代田区飯田橋３丁目８番５号,○,https://www.proship.co.jp/,2026-06-25
井澤金属株式会社,1120001077347,,,,,,,,,06-6262-1231,280,,大阪府大阪市中央区南船場１丁目１３番１０号,,https://izawa-metal.co.jp/,2026-06-25
わかもと製薬株式会社,1010001035010,,,,,,,,,03-3279-0373,286,,東京都中央区日本橋本町２丁目２番２号,,https://www.wakamoto-pharm.co.jp/,2026-06-25
株式会社蒲郡クラシックホテル,1080401018707,,,,,,,,,0533-68-1111,120,宿泊業・ブライダル業,愛知県蒲郡市竹島町１５番１号,,https://gamagori-classic-hotel.com/recruit/,2026-06-25
株式会社ティ・アイ・エス,1290001014705,,,,,,,,,092-414-8156,123,FA事業、エコシステム事業、サービス事業,福岡県福岡市博多区比恵町３番２５号,,https://www.tis-web.co.jp/recruit/index.html,2026-06-25
横浜高速鉄道株式会社,1020001029440,,,,,,,,,045-664-0629,123,（1）鉄道事業 （2）鉄道施設内における日用雑貨・飲食物等の販売、飲食業、広告業及び旅行業等のサービス事業 （3）不動産,神奈川県横浜市中区元町１丁目１１番地,,https://www.mm21railway.co.jp/,2026-06-25
株式会社アンデルセンサービス,1240001015716,,,,,,,,,070-5052-0240,113,グループ会社の総務・人事・経理・システム開発などを行っています,広島県広島市中区本通７番１号,,https://www.andersen-group.jp/recruit/rearing-support/,2026-06-25
株式会社アンデルセン・パン生活文化研究所,1240001006178,,,,,,,,,070-5052-0240,109,グループの持ち株会社として、資産管理、経営指導、研究開発等を行っています,広島県広島市中区本通７番１号,,https://www.andersen-group.jp/recruit/rearing-support/,2026-06-25
平和不動産株式会社,1010001034920,,,,,,,,,03-3666-0181,105,不動産業,東京都中央区日本橋兜町１番１０号,,https://www.heiwa-net.co.jp/,2026-06-25
株式会社平成調剤薬局,2200001004647,,,,,,,,,058-232-2232,135,調剤薬局,岐阜県岐阜市八代１丁目３番３号,,http://heisei-ph-recruit.com/profile/,2026-06-25
株式会社橋本川島コーポレーション,1450001002437,,,,,,,,,0166-55-0001,161,道路・河川・農業・森林・橋梁などの土木施工、道路舗装・維持管理、公共施設・ＭＳ・住宅を含む一般建築、アスベスト含有調査及,北海道旭川市旭町二条７丁目１２番地９０,,https://hkcorp.co.jp/,2026-06-25
建設サービス株式会社,1290001012989,,,,,,,,,054-288-8111,251,建設業,福岡県福岡市博多区博多駅東１丁目１７番２５号,,https://digital.kentsu.co.jp/,2026-06-25
株式会社カンサイ,1290001012221,,,,,,,,,092-481-9101,210,電気設備資材、住宅設備機器、省エネシステム商品の総合卸売業,福岡県福岡市博多区東比恵３丁目３２番１５号,,https://kansaihd.co.jp/,2026-06-25
中外商工株式会社,1120001045403,,,,,,,,,0120-957-096,180,建築材料の製造・販売・施工,大阪府大阪市西区靱本町１丁目９番１５号,,https://www.chugai-af.co.jp/,2026-06-25
福博綜合印刷株式会社,1290001016263,,,,,,,,,092-475-8320,182,印刷業,福岡県福岡市博多区堅粕３丁目１６番１４号,,https://www.fsp.co.jp/,2026-06-25
日本乾溜工業株式会社,1290001028382,,,,,,,,,092-632-1050,209,建設業,福岡県福岡市東区馬出１丁目１１番１１号,,https://www.kanryu.co.jp/,2026-06-25
札商美装興業株式会社,1430001006811,,,,,,,,,011-552-0731,200,ビルメンテナンス業,北海道札幌市中央区南四条西１０丁目１００５番地１,,http://www.sassho.co.jp/index.html,2026-06-25
株式会社松本鉄工所,1430001053845,,,,,,,,,0144-55-1155,212,一般機械器具製造業、機械器具設置工事業（主に製紙機械）,北海道苫小牧市晴海町２８番地１,,https://www.matsumoto-tekkosho.co.jp/,2026-06-25
株式会社パレスエンタープライズ,1030001006950,,,,,,,,,048-647-3300,200,国際観光ホテル整備法に基づくホテル業,埼玉県さいたま市大宮区桜木町１丁目７番地５,,https://www.palace-omiya.co.jp/,2026-06-25
株式会社廣瀬商会,1010001054927,,,,,,,,,03-3271-3851,166,繊維を中心とした総合商社。 繊維、機械、化成品、防災用品、メディカル製品の販売・リースレンタル、企画、生産管理、 サービ,東京都中央区日本橋３丁目１番１７号,,https://www.hiroseshokai.co.jp/,2026-06-25
株式会社平川燃料,1290001054387,,,,,,,,,0944-54-1147,231,SS事業他,福岡県大牟田市大字草木９９８番地１,,https://www.hirakawa-1147.jp/,2026-06-25
株式会社コノエ,1120001079491,,,,,,,,,06-6746-0015,162,ねじ全般と測量用品と関連機器の卸,大阪府大阪市中央区上汐２丁目６番１０号,,https://www.konoe.co.jp/,2026-06-25
株式会社日本旅行北海道,2430001021116,,,,,,,,,011-208-0150,155,一般旅行業,北海道札幌市中央区南一条西４丁目１６番地日本旅行札幌ビル,,https://www.nta.co.jp/hokkaido/,2026-06-25
株式会社アウルズ,1290801000094,,,,,,,,,093-522-1699,242,語学教育、通訳、翻訳、国際会議,福岡県北九州市小倉北区米町１丁目３番１０号一宮ビル７階,,https://www.owlsone.co.jp/,2026-06-25
ＥＮＥＯＳグローブ株式会社,1010001090889,,,,,,,,,03-5253-9170,211,液化石油ガスの輸入・販売、新エネルギー関連機器の販売,東京都千代田区永田町２丁目１１番１号,,https://www.eneos-globe.co.jp/,2026-06-25
株式会社イマギイレ,2030001000820,,,,,,,,,048-471-9870,197,建設機械器具賃貸業,埼玉県さいたま市西区大字内野本郷２１９番３,,https://www.imagiire.co.jp/,2026-06-25
東日本メディコム株式会社,1030001087058,,,,,,,,,048-557-3333,194,・電子カルテ等、医療事務コンピューターの販売及びサポート ・医療機関及び調剤薬局用ソフトウェアの開発・販売 ・Webを利,埼玉県行田市大字斎条１２８番地,,https://www.e-medicom.co.jp/,2026-06-25
常石三保造船株式会社,1080001009214,,,,,,,,,054-334-5637,154,造船業（船舶の建造及び修理）,静岡県静岡市清水区三保３７９７番地,,https://www.tsuneishi.co.jp/miho/,2026-06-25
Ｘｓｐｅａｒ　Ｃｏｎｓｕｌｔｉｎｇ株式会社,1010001103304,,,,,,,,,03-3539-7370,250,事業戦略、テクノロジーに関するビジネスコンサルティング事業 労働者派遣に関する事業＜労働者派遣事業許可(派 13-302,東京都港区虎ノ門１丁目２３番１号,,https://www.simplex.holdings/sustainability/,2026-06-25
日軽産業株式会社,1080001008876,,,,,,,,,054-351-3386,216,アルミ製品全般の販売,静岡県静岡市清水区松原町５番１２号,,https://www.nikkeisangyo.co.jp/,2026-06-25
株式会社サンユウ,1120001149666,,,,,,,,,072-858-1251,203,みがき棒鋼の製造、加工及び販売 冷間圧造用鋼線の製造、加工及び販売,大阪府枚方市春日北町３丁目１番１号,,https://www.sanyu-cfs.co.jp/,2026-06-25
綜合エナジー株式会社,1240001005634,,,,,,,,,082-283-1105,165,石油製品の卸及び販売,広島県安芸郡府中町茂陰２丁目６番６号,,https://sougouenergy.jp/,2026-06-25
株式会社大谷商会,1110001000879,,,,,,,,,025-274-7111,163,卸売業（主に産業用機械設備）,新潟県新潟市東区逢谷内４６３番地,,https://www.otani-shokai.com/index.html,2026-06-25
積水ハウスシャーメゾンＰＭ東北株式会社,1370001011272,,,,,,,,,022-212-5464,176,1.不動産の賃貸借の仲介、斡旋並びに代理 2.不動産の賃貸借 3.不動産の管理 4.建築工事、造園工事、土木工事、,宮城県仙台市青葉区本町２丁目１６番１０号,,https://www.sekisuihouse-f-tohoku.co.jp/,2026-06-25
株式会社キタック,2110001001637,,,,,,,,,025-281-1111,190,地質調査・試験・解析・評価 環境調査・分析・解析・評価 土木設計・施工管理・構造物維持管理 地域計画・地域おこし・まちづ,新潟県新潟市中央区新光町１０番地２,,https://kitac.co.jp/,2026-06-25
株式会社水野鉄工所,1200001005217,,,,,,,,,0575-21-5511,198,航空宇宙機器部品加工組み立て 油圧機器部品加工 航空機用治工具設計製作,岐阜県関市倉知４５３９番地１０,,https://www.miztec.jp/,2026-06-25
中国精油株式会社,1260001004262,,,,,,,,,086-224-5771,168,石油及び石油化学製品製造・販売,岡山県岡山市北区中山下２丁目１番７７号,,https://www.chusei-oil.com/,2026-06-25
篠田株式会社,1200001011090,,,,,,,,,058-214-3495,206,１．土木建設資材の販売 ２．建設機械の販売・修理 ３．エコ商品の販売 ４．建設業(土木工事業、とび・土工工事業、鋼構造物,岐阜県羽島郡岐南町野中１丁目８番地,,https://www.gifu-shinoda.co.jp/,2026-06-25
株式会社アグサス,1500001003735,,,,,,,,,089-923-6666,170,OA機器の販売及びサポート&サービス,愛媛県松山市六軒家町２番３０号,,https://www.agusas.co.jp/,2026-06-25
株式会社建美装社,1260001002282,,,,,,,,,086-277-1112,199,総合ビルメンテナンス,岡山県岡山市中区江崎７２４番地５,,https://www.kenbisosha.co.jp/,2026-06-25
株式会社前田産業,2330001004304,,,,,,,,,096-358-6600,214,総合解体工事業 産業廃棄物収集運搬 産業廃棄物処分,熊本県熊本市南区野田３丁目１３番１号,,https://maedasangyo.co.jp/,2026-06-25
株式会社ユーケイデンタル,3330001004773,,,,,,,,,096-377-2555,159,歯科医療・歯科技工用機械、器具、器材、薬品の販売,熊本県熊本市南区流通団地１丁目６８番地,,http://www.ukdental.co.jp/,2026-06-25
株式会社日本ビル管理,2330001003529,,,,,,,,,096-211-2208,194,ビルメンテナンス業,熊本県熊本市中央区桜町２番１７号,,http://nbkanri.co.jp/,2026-06-25
株式会社ＣＢＣクリエイション,1180001036669,,,,,,,,,052-251-1181,137,テレビ番組・映像の制作、イベントの企画運営,愛知県名古屋市中区新栄１丁目２番８号,,https://www.cbc-creation.co.jp/,2026-06-25
日本インターシステムズ株式会社,1120001059320,,,,,,,,,03-5253-2111,145,(1)ＳＩ事業 業務改革提案＆開発・受託 (2)ＦＥ事業 フィールドエンジニアリング (3)パッケージ事業 医療機,大阪府大阪市北区曾根崎新地１丁目４番１２号,,https://www.cao.go.jp/,2026-06-25
函館環境衛生株式会社,1440001001621,,,,,,,,,0138-43-2121,128,,北海道函館市金堀町５番２３号,,https://www.hakobura.jp/,2026-06-25
ＷＩＬＬＥＲ　ＴＲＡＩＮＳ株式会社,1120001185166,,,,,,,,,0772-25-2323,204,鉄道業,京都府宮津市字鶴賀２０６５番地の４,,https://trains.willer.co.jp/recruit-info/,2026-06-25
セキュリティ東海株式会社,1200001020728,,,,,,,,,03-6631-0608,105,建物総合管理・警備・清掃,岐阜県多治見市音羽町４丁目２５番地,,https://www.ipa.go.jp/,2026-06-25
山崎金属産業株式会社,1010001031109,,,,,,,,,0120-811-114,113,,東京都千代田区岩本町１丁目８番１１号,,https://www.yamazakipan.co.jp/,2026-06-25
熊本綜合管理株式会社,1330001001442,,,,,,,,,096-382-2660,142,総合ビルメンテナンス,熊本県熊本市東区石原１丁目１１番２４号,,https://kumamoto.guide/,2026-06-25
株式会社電算情報技研,1120001045519,,,,,,,,,06-6541-0601,117,業務系システム開発を中心とし、金融・小売・　生保等、幅広い業種のソフトウェア開発実績が　あります,大阪府大阪市西区南堀江１丁目１１番１号,,https://densanjoho.co.jp/,2026-06-25
ソフトブレーン株式会社（閉鎖）,1010001132006,,,,,,,,,03-6837-4600,141,,東京都中央区日本橋１丁目１３番１号,,https://forest.watch.impress.co.jp/,2026-06-25
東北放送株式会社,2370001002452,,,,,,,,,022-721-1291,136,,宮城県仙台市太白区八木山香澄町２６番１号,,https://www.tohokukanko.jp/,2026-06-25
棚田建材株式会社,1140001003672,,,,,,,,,0120-793-551,109,創業以来、神戸を拠点に、ビルやマンションなど大型建物の防水を軸としたリニューアル工事を手掛けています。専門工事会社として,兵庫県神戸市灘区友田町３丁目２番１号,,https://tanadakenzai.co.jp/,2026-06-25
株式会社テクノプラスト,1180001010624,,,,,,,,,052-819-1130,101,プラスチック製品の加工によって、自動車や半導体など様々なモノづくりの分野で貢献しています。技術力に加えて、お客様のニーズ,愛知県名古屋市南区塩屋町５丁目１番地１,,https://technoplast.co.jp/,2026-06-25
株式会社エコワーク,1080001012936,,,,,,,,,0547-37-3194,105,道路舗装工事、一般土木工事,静岡県島田市中溝町１７０３番地,,https://ecowork.co.jp/,2026-06-25
京都エレクトロン株式会社,1130001035551,,,,,,,,,0771-23-8760,135,半導体製造装置の組立・機体配線 制御盤の設計・製作 ハーネス加工、ＬＥＤ検査,京都府亀岡市篠町篠下西裏４３番地,,https://kyoto-electron.co.jp/,2026-06-25
菱中建設株式会社,1430001053630,,,,,,,,,011-222-2171,123,特定建設業、1級建築士事務所登録、宅地建物取引業登録,北海道苫小牧市錦町２丁目６番２２号,,https://www.hisinaka.jp/,2026-06-25
