企業名,法人番号,採用担当者名,役職,部署,代表者名,メール,メール確度,担当者確度,電話番号,公式URL,Tier,取得元媒体,根拠URL,架電呼称,業種,都道府県,従業員数,補助金,設立年,取得日
リックソフト株式会社,1010001124218,,,,大貫浩,info@ri-k.co.jp,0.4,,03-5418-5854,https://ri-k.co.jp/,C,gBizINFO,https://ri-k.co.jp/,人事部 ご採用ご担当者様,ソフトウェア開発,東京都千代田区大手町２丁目１番１号,87,,2005,2026-06-14T18:46:36.560Z
オフィスコム株式会社,1010001125570,,,,室木剛,,0,,03-6833-0000,https://www.office-com.jp/,C,gBizINFO,https://www.office-com.jp/,人事部 ご採用ご担当者様,,東京都千代田区九段北４丁目１番７号,196,,2007,2026-06-14T18:46:37.701Z
ソフトブレーン株式会社（閉鎖）,1010001132006,,,,豊田浩文,,0,,03-6837-4600,https://forest.watch.impress.co.jp/,C,gBizINFO,https://forest.watch.impress.co.jp/,人事部 ご採用ご担当者様,,東京都中央区日本橋１丁目１３番１号,141,,,2026-06-14T18:46:40.274Z
ＭＲＫホールディングス株式会社,1120001120362,,,,塩田徹,info@mrkholdings.co.jp,0.4,,06-7655-5000,https://www.mrkholdings.co.jp/,C,gBizINFO,https://www.mrkholdings.co.jp/,人事部 ご採用ご担当者様,,大阪府大阪市北区大淀中１丁目１番３０号,56,,,2026-06-14T18:46:53.586Z
名鉄交通第四株式会社,1180001120646,,,,浅野丈夫,,0,,0570-55-0155,https://top.meitetsu.co.jp/,C,gBizINFO,https://top.meitetsu.co.jp/,人事部 ご採用ご担当者様,,愛知県名古屋市西区あし原町１５４番地,380,,2015,2026-06-14T18:47:13.479Z
瀧上工業株式会社,1180001089667,,,,瀧上晶義,info@takigami.co.jp,0.4,,0569-89-2101,https://www.takigami.co.jp/,C,gBizINFO,https://www.takigami.co.jp/,人事部 ご採用ご担当者様,金属製品製造業,愛知県半田市神明町１丁目１番地,307,,,2026-06-14T18:47:15.033Z
ムラタ計測器サービス株式会社,2020001008096,,,,村田叔彦,info@muratanet.jp,0.4,,078-221-7071,https://muratanet.jp/,C,gBizINFO,https://muratanet.jp/,人事部 ご採用ご担当者様,環境計量証明業,神奈川県横浜市戸塚区秋葉町１５番,107,,1972,2026-06-14T18:47:25.462Z
日本連合警備株式会社,1080001013224,,,,澤脇丈博,info@cao.go.jp,0.4,,03-5253-2111,https://www.cao.go.jp/,C,gBizINFO,https://www.cao.go.jp/,人事部 ご採用ご担当者様,総合警備業,静岡県島田市中河町８９６８番地の７,129,,1968,2026-06-14T18:47:36.064Z
深川医療器株式会社,1240001017514,,,,深川竜,info@osaka-info.jp,0.4,,06-6131-4550,https://osaka-info.jp/,C,gBizINFO,https://osaka-info.jp/,人事部 ご採用ご担当者様,福祉用具レンタル・販売 医療・介護施設への物品販売,広島県広島市西区商工センター４丁目１５番１７号,102,,1979,2026-06-14T18:47:53.306Z
シブヤ食品株式会社,1370001003187,,,,澁谷武幸,info@shibuya-group.co.jp,0.4,,0829-34-4500,http://www.shibuya-group.co.jp/,C,gBizINFO,http://www.shibuya-group.co.jp/,人事部 ご採用ご担当者様,配達飲食サービス業,宮城県仙台市宮城野区岡田西町３番４０号,220,,1986,2026-06-14T18:48:10.615Z
オリックスレンタカー・カメイ株式会社,1370001007493,,,,寺田孝夫,info@buffaloes.co.jp,0.4,,0570-01-8862,https://www.buffaloes.co.jp/,C,gBizINFO,https://www.buffaloes.co.jp/,人事部 ご採用ご担当者様,,宮城県仙台市青葉区本町２丁目１０番２８号,244,,1989,2026-06-14T18:48:15.127Z
同和興業株式会社,1370001009416,,,,菅井和宏,info@moj.go.jp,0.4,,03-3580-4111,https://www.moj.go.jp/,C,gBizINFO,https://www.moj.go.jp/,人事部 ご採用ご担当者様,ビルメンテナンス業,宮城県仙台市青葉区一番町４丁目６番１号仙台第一生命タワービルディング,1515,,1961,2026-06-14T18:48:19.106Z
日本製紙石巻テクノ株式会社,1370301000974,,,,藤本康之,info@cao.go.jp,0.4,,03-5253-2111,https://www.cao.go.jp/,C,gBizINFO,https://www.cao.go.jp/,人事部 ご採用ご担当者様,電装事業部・機械事業部・建設事業部と3事業部制を採用し、紙パルプ・紙加工プラントにとどまらず、あらゆる製造施設を対象とし,宮城県石巻市南光町２丁目２番１１号,162,,1960,2026-06-14T18:48:21.885Z
宮城中央ヤクルト販売株式会社,1370801000276,,,,川島誠一,info@pref.miyagi.jp,0.4,,022-211-2111,https://www.pref.miyagi.jp/,C,gBizINFO,https://www.pref.miyagi.jp/,人事部 ご採用ご担当者様,乳酸菌飲料販売,宮城県名取市植松字宮島７７番地,228,,1989,2026-06-14T18:48:22.697Z
宮城熊さん株式会社,2370001002378,,,,舘野明雄,info@pref.miyagi.jp,0.4,,022-211-2111,https://www.pref.miyagi.jp/,C,gBizINFO,https://www.pref.miyagi.jp/,人事部 ご採用ご担当者様,麺類及び業務用食品の卸売業・飲食業,宮城県仙台市太白区西多賀５丁目１８番１１号,100,,1988,2026-06-14T18:48:27.070Z
東北放送株式会社,2370001002452,,,,一力敦彦,,0,,022-721-1291,https://www.tohokukanko.jp/,C,gBizINFO,https://www.tohokukanko.jp/,人事部 ご採用ご担当者様,,宮城県仙台市太白区八木山香澄町２６番１号,136,,,2026-06-14T18:48:31.769Z
ＵＤトラックス新潟株式会社,1110001007255,,,,上原洋明,info@udtrucks.com,0.4,,0120-672-301,https://www.udtrucks.com/,C,gBizINFO,https://www.udtrucks.com/,人事部 ご採用ご担当者様,トラック販売・整備,新潟県新潟市秋葉区川口５８０番地１１,167,,1970,2026-06-14T18:48:40.001Z
共栄エンジニアリング株式会社,1110001012362,,,,佐藤大,info@kyoei.ed.jp,0.4,,0773-22-6241,https://www.kyoei.ed.jp/,C,gBizINFO,https://www.kyoei.ed.jp/,人事部 ご採用ご担当者様,,新潟県阿賀野市山倉１９１２番地２,162,,1990,2026-06-14T18:48:42.404Z
東京法令出版株式会社,1100001002125,,,,星沢卓也,,0,,03-5321-1111,https://www.metro.tokyo.lg.jp/,C,gBizINFO,https://www.metro.tokyo.lg.jp/,人事部 ご採用ご担当者様,,長野県長野市南千歳町１００５番地,204,,1948,2026-06-14T18:48:56.006Z
長野リネンサプライ株式会社,1100001002554,,,,徳武好春,info@pref.nagano.lg.jp,0.4,,026-232-0111,https://www.pref.nagano.lg.jp/,C,gBizINFO,https://www.pref.nagano.lg.jp/,人事部 ご採用ご担当者様,ホテル・病院等の寝具の販売・リース・クリーニング。ユニフォームの販売。クリーニング資材の販売。,長野県長野市アークス１３番７号,189,,1963,2026-06-14T18:48:57.673Z
八十二リース株式会社,1100001002835,,,,中村孝,info@bank.82group.jp,0.4,,026-223-0082,https://bank.82group.jp/index.html,C,gBizINFO,https://bank.82group.jp/index.html,人事部 ご採用ご担当者様,,長野県長野市大字中御所岡田２１８番地１４,149,,1974,2026-06-14T18:49:03.407Z
不二越機械工業株式会社,1100001002967,,,,市川大造,info@fmc-fujikoshi.co.jp,0.4,,026-261-2000,https://www.fmc-fujikoshi.co.jp/,C,gBizINFO,https://www.fmc-fujikoshi.co.jp/,人事部 ご採用ご担当者様,,長野県長野市松代町清野１６５０番地,227,,1952,2026-06-14T18:49:06.512Z
中日本メディカルリンク株式会社,1100001015044,,,,上野直樹,info@dragons.jp,0.4,,052-719-2121,https://www.dragons.jp/,C,gBizINFO,https://www.dragons.jp/,人事部 ご採用ご担当者様,医療機器・医薬品・介護用品の販売、メンテナンス,長野県松本市丸の内８番１号,227,,1951,2026-06-14T18:49:11.019Z
高沢産業株式会社,2100001001852,,,,高澤曜宏,info@takasawa.co.jp,0.4,,026-228-0777,https://www.takasawa.co.jp/,C,gBizINFO,https://www.takasawa.co.jp/,人事部 ご採用ご担当者様,鉄鋼原料卸売 アスファルト合材製造・工事 セメント、生コン、建設資材卸売 OA機器販売・リース,長野県長野市南千歳１丁目１５番地３,120,,1947,2026-06-14T18:49:12.032Z
長野日産自動車株式会社,2100001002470,,,,内野伸一,info@pref.nagano.lg.jp,0.4,,026-232-0111,https://www.pref.nagano.lg.jp/,C,gBizINFO,https://www.pref.nagano.lg.jp/,人事部 ご採用ご担当者様,自動車販売及び整備,長野県長野市大字川合新田３６１６番地１,486,,1950,2026-06-14T18:49:18.091Z
長野日野自動車株式会社,2100001002512,,,,水野右,info@pref.nagano.lg.jp,0.4,,026-232-0111,https://www.pref.nagano.lg.jp/,C,gBizINFO,https://www.pref.nagano.lg.jp/,人事部 ご採用ご担当者様,,長野県長野市川中島町上氷鉋５５３番地１,313,,1955,2026-06-14T18:49:18.720Z
セキュリティ東海株式会社,1200001020728,,,,瀬尾保雄,info@ipa.go.jp,0.4,,03-6631-0608,https://www.ipa.go.jp/,C,gBizINFO,https://www.ipa.go.jp/,人事部 ご採用ご担当者様,建物総合管理・警備・清掃,岐阜県多治見市音羽町４丁目２５番地,105,,1970,2026-06-14T18:49:33.196Z
中日技研株式会社,2200001003401,,,,國井一輝,info@dragons.jp,0.4,,052-719-2121,https://www.dragons.jp/,C,gBizINFO,https://www.dragons.jp/,人事部 ご採用ご担当者様,,岐阜県岐阜市鏡島精華１丁目７番１９号,230,,1989,2026-06-14T18:49:38.534Z
百五ビジネスサービス株式会社,1190001000896,,,,福澤紳一,info@hyakugo.co.jp,0.4,,0120-808-105,https://www.hyakugo.co.jp/,C,gBizINFO,https://www.hyakugo.co.jp/,人事部 ご採用ご担当者様,その他事業サービス業,三重県津市本町３３番２１号,175,,1979,2026-06-14T18:49:48.508Z
株式会社ヒロコーポレーション,2200001008111,,,,伊藤玲子,info@hiro-corp.co.jp,0.4,,058-279-0011,http://www.hiro-corp.co.jp/,C,gBizINFO,http://www.hiro-corp.co.jp/,人事部 ご採用ご担当者様,リネンサプライ業　寝具・衣類のリース,岐阜県岐阜市柳津町上佐波西５丁目３１番地,214,,1964,2026-06-14T18:49:50.283Z
滋賀ダイハツ販売株式会社,1160001013406,,,,鳥居和浩,info@pref.shiga.lg.jp,0.4,,077-528-4454,https://www.pref.shiga.lg.jp/,C,gBizINFO,https://www.pref.shiga.lg.jp/,人事部 ご採用ご担当者様,,滋賀県栗東市大橋４丁目１番５号,437,,1954,2026-06-14T18:50:05.928Z
滋賀日野自動車株式会社,1160001014544,,,,荒木啓太,info@pref.shiga.lg.jp,0.4,,077-528-4454,https://www.pref.shiga.lg.jp/,C,gBizINFO,https://www.pref.shiga.lg.jp/,人事部 ご採用ご担当者様,,滋賀県栗東市小柿３丁目２番３０号,115,,2008,2026-06-14T18:50:06.570Z
株式会社伊藤組,2160001009444,,,,奥村善行,info@itogumi.co.jp,0.4,,011-241-8477,https://www.itogumi.co.jp/,C,gBizINFO,https://www.itogumi.co.jp/,人事部 ご採用ご担当者様,,滋賀県彦根市小泉町７８番地の２１,52,,2008,2026-06-14T18:50:14.868Z
キタイ設計株式会社,2160001010600,,,,梶雅弘,info@dell.com,0.4,,0120-912-039,https://www.dell.com/ja-jp,C,gBizINFO,https://www.dell.com/ja-jp,人事部 ご採用ご担当者様,建設コンサルタント,滋賀県近江八幡市安土町上豊浦１０３０番地,204,,1966,2026-06-14T18:50:15.726Z
三洋環境株式会社,1260001002712,,,,小林寛嗣,info@sanyobussan.co.jp,0.4,,052-733-3401,https://www.sanyobussan.co.jp/,C,gBizINFO,https://www.sanyobussan.co.jp/,人事部 ご採用ご担当者様,,岡山県岡山市北区下伊福上町８番２０号,700,,1975,2026-06-14T18:50:16.658Z
フクダ電子西部南販売株式会社,1330001004032,,,,石田勝利,info@fukuda.co.jp,0.4,,03-3815-2121,https://www.fukuda.co.jp/,C,gBizINFO,https://www.fukuda.co.jp/,人事部 ご採用ご担当者様,医療機器販売業,熊本県熊本市中央区帯山２丁目５－２７,110,,1974,2026-06-14T18:50:53.894Z
熊本綜合管理株式会社,1330001001442,,,,佐藤伸洋,info@kumamoto.guide,0.4,,096-382-2660,https://kumamoto.guide/,C,gBizINFO,https://kumamoto.guide/,人事部 ご採用ご担当者様,総合ビルメンテナンス,熊本県熊本市東区石原１丁目１１番２４号,142,,1972,2026-06-14T18:50:58.288Z
東邦福島株式会社,1380001009126,,,,秋山利一,info@tohobank.co.jp,0.4,,0120-104-310,https://www.tohobank.co.jp/,C,gBizINFO,https://www.tohobank.co.jp/,人事部 ご採用ご担当者様,各種高圧ガス販売及び関連機器等の販売,福島県郡山市横塚３丁目１２番１６号,102,,1969,2026-06-14T18:51:15.873Z
クリーンペア九州株式会社,3330001001291,,,,工藤一広,info@clin.co.jp,0.4,,0120-738-840,https://www.clin.co.jp/,C,gBizINFO,https://www.clin.co.jp/,人事部 ご採用ご担当者様,病院等施設清掃・空調関係清掃・ホームユース鳥害対策,熊本県熊本市東区小山町２２１７番地１,451,,1998,2026-06-14T18:51:16.058Z
東北アルフレッサ株式会社,2380001005082,,,,小林靖,,0,,022-721-1291,https://www.tohokukanko.jp/,C,gBizINFO,https://www.tohokukanko.jp/,人事部 ご採用ご担当者様,医薬品卸売業,福島県郡山市喜久田町卸１丁目４６番地１,975,,1971,2026-06-14T18:51:24.467Z
福島建機株式会社,2380001006444,,,,加瀬元三郎,info@pref.fukushima.lg.jp,0.4,,024-521-1111,https://www.pref.fukushima.lg.jp/,C,gBizINFO,https://www.pref.fukushima.lg.jp/,人事部 ご採用ご担当者様,日立建設機械の販売・サービス及びレンタル事業,福島県郡山市日和田町高倉字藤坦１番地３３６,55,,1979,2026-06-14T18:51:28.242Z
常磐共同ガス株式会社,2380001012987,,,,小野寺智勇,info@tokiwa.ac.jp,0.4,,029-232-2511,https://www.tokiwa.ac.jp/,C,gBizINFO,https://www.tokiwa.ac.jp/,人事部 ご採用ご担当者様,,福島県いわき市常磐湯本町日渡７４番地の７,65,,1959,2026-06-14T18:51:35.525Z
ハムリー株式会社,1050001019190,,,,鈴木正一,info@nipponham.co.jp,0.4,,0120-175-955,https://www.nipponham.co.jp/,C,gBizINFO,https://www.nipponham.co.jp/,人事部 ご採用ご担当者様,受託研究,茨城県古河市尾崎２６３８番地の２,187,,1981,2026-06-14T18:51:43.739Z
株式会社タキズミ,1010001004642,,,,,info@takizumi.com,0.4,,03-5395-7770,https://www.takizumi.com/,D,gBizINFO,https://www.takizumi.com/,人事部 ご採用ご担当者様,,東京都文京区大塚３丁目３８番８号,130,,,2026-06-14T18:52:05.186Z
株式会社青山メインランド,1010001008998,,,,,info@aml.co.jp,0.4,,03-5281-4913,https://www.aml.co.jp/,D,gBizINFO,https://www.aml.co.jp/,人事部 ご採用ご担当者様,不動産販売業,東京都千代田区内神田１丁目７番６号北大手町ビル,183,,,2026-06-14T18:52:06.138Z
鹿島道路株式会社,1010001001805,,,,,info@kajimaroad.co.jp,0.4,,03-5802-8006,https://www.kajimaroad.co.jp/,D,gBizINFO,https://www.kajimaroad.co.jp/,人事部 ご採用ご担当者様,道路・滑走路等の舗装工事、土木工事・建築工事・建設資材製造販売、開発事業、環境事業、海外事業　他,東京都文京区後楽１丁目７番２７号,2035,,,2026-06-14T18:52:06.763Z
住友商事フィナンシャルマネジメント株式会社,1010001012059,,,,,,0,,03-6285-6482,https://ssfm.co.jp/,D,gBizINFO,https://ssfm.co.jp/,人事部 ご採用ご担当者様,住友商事及び住友商事グループの外国為替、出納関連の財務業務、並びに、経理業務全般の受託を中心にプロフェッショナルサービス,東京都千代田区大手町２丁目３番２号,294,,,2026-06-14T18:52:07.148Z
錦電サービス株式会社,1010001014591,,,,,info@kinden-service.co.jp,0.4,,03-5284-9752,http://www.kinden-service.co.jp/,D,gBizINFO,http://www.kinden-service.co.jp/,人事部 ご採用ご担当者様,建物サービス,東京都足立区千住旭町３８番１号２０１,150,,,2026-06-14T18:52:08.086Z
株式会社エッサム,1010001012182,,,,,info@essam.co.jp,0.4,,03-1234-5678,https://www.essam.co.jp/,D,gBizINFO,https://www.essam.co.jp/,人事部 ご採用ご担当者様,会計事務所向け事務用品および財務・税務システムの製造・開発・販売など,東京都千代田区神田須田町１丁目２６番３号,258,,,2026-06-14T18:52:08.587Z
東海物産株式会社,1010001024070,,,,,info@tokaibsn.co.jp,0.4,,03-3864-6861,https://www.tokaibsn.co.jp/,D,gBizINFO,https://www.tokaibsn.co.jp/,人事部 ご採用ご担当者様,業務用調味料・食品添加物の製造加工販売,東京都千代田区岩本町１丁目１０番５号,188,,,2026-06-14T18:52:10.294Z
大鵬薬品工業株式会社,1010001021927,,,,,info@taiho.co.jp,0.4,,03-3294-4527,https://www.taiho.co.jp/csr/diverse/,D,gBizINFO,https://www.taiho.co.jp/csr/diverse/,人事部 ご採用ご担当者様,医薬品、医薬部外品、医療機器などの製造及び販売輸出入,東京都千代田区神田錦町１丁目２７番地,2399,,,2026-06-14T18:52:10.332Z
ジョルジオアルマーニジャパン株式会社,1010001019962,,,,,info@armani.com,0.4,,0120-433-701,https://www.armani.com/ja-jp/,D,gBizINFO,https://www.armani.com/ja-jp/,人事部 ご採用ご担当者様,イタリア・アルマーニ製品の輸入、小売／卸売販売,東京都中央区銀座５丁目５番４号,720,,,2026-06-14T18:52:12.606Z
株式会社ブレーンネット,1010001028550,,,,,info@brainnet.co.jp,0.4,,03-5215-5460,https://www.brainnet.co.jp/,D,gBizINFO,https://www.brainnet.co.jp/,人事部 ご採用ご担当者様,労働者派遣事業、人材紹介事業,東京都千代田区神田神保町３丁目１０番地,146,,,2026-06-14T18:52:12.967Z
株式会社プリンストン,1010001028443,,,,,info@princeton.co.jp,0.4,,03-5733-1730,http://www.princeton.co.jp/,D,gBizINFO,http://www.princeton.co.jp/,人事部 ご採用ご担当者様,コンピューター周辺機器製造・輸入・販売 デジタル会議システムの販売,東京都港区新橋４丁目２１番３号,155,,,2026-06-14T18:52:14.283Z
藤川伝導機株式会社,1010001027800,,,,,info@f-d.co.jp,0.4,,03-3834-6031,https://www.f-d.co.jp/,D,gBizINFO,https://www.f-d.co.jp/,人事部 ご採用ご担当者様,伝導機器、搬送機器、油空圧機器、省力関連機器、FA機器 等の総合商社,東京都千代田区神田佐久間町１丁目２７番地,164,,,2026-06-14T18:52:14.298Z
常磐共同火力株式会社,1010001024491,,,,,info@joban-power.co.jp,0.4,,03-3256-5411,https://www.joban-power.co.jp/,D,gBizINFO,https://www.joban-power.co.jp/,人事部 ご採用ご担当者様,電気業,東京都千代田区神田須田町１丁目１番地,273,,,2026-06-14T18:52:16.425Z
朝日新聞総合サービス株式会社,1010001035051,,,,,,0,,03-3541-2338,https://www.asahi-sougou.co.jp/,D,gBizINFO,https://www.asahi-sougou.co.jp/,人事部 ご採用ご担当者様,1．損害保険、生命保険の募集などの保険代理店サービス 2．朝日新聞社および関連会社を中心とした人材紹介サービス 3．朝日,東京都中央区築地５丁目３番２号,184,,,2026-06-14T18:52:26.439Z
大東プレス工業株式会社,1120001002107,,,,,info@daito-press.co.jp,0.4,,06-6911-4751,http://www.daito-press.co.jp/,D,gBizINFO,http://www.daito-press.co.jp/,人事部 ご採用ご担当者様,自動車部品（バックミラー）製造販売,大阪府大阪市鶴見区横堤４丁目１番３１号,128,,,2026-06-14T18:52:39.432Z
株式会社ポアール,1120001006371,,,,,info@poire.co.jp,0.4,,06-6623-1101,https://poire.co.jp/,D,gBizINFO,https://poire.co.jp/,人事部 ご採用ご担当者様,洋菓子の製造販売・小売・喫茶の経営,大阪府大阪市阿倍野区帝塚山１丁目６番１６号,50,,,2026-06-14T18:52:40.783Z
クボタ物流株式会社,1120001013657,,,,,info@kubota-butsuryu.com,0.4,,06-6968-3400,https://www.kubota-butsuryu.com/,D,gBizINFO,https://www.kubota-butsuryu.com/,人事部 ご採用ご担当者様,運送業,大阪府大阪市城東区永田１丁目２番２４号,59,,,2026-06-14T18:52:42.477Z
株式会社不二レーベル,1030001024936,,,,,info@fuji-label.co.jp,0.4,,04-2938-7670,https://www.fuji-label.co.jp/,D,gBizINFO,https://www.fuji-label.co.jp/,人事部 ご採用ご担当者様,ラベル・ラベラーの製造及び販売,大阪府大阪市天王寺区上汐６丁目４番１７号,158,,,2026-06-14T18:52:42.555Z
株式会社島製作所,1120001009977,,,,,info@shima-seisakusyo.com,0.4,,06-6793-0991,https://www.shima-seisakusyo.com/,D,gBizINFO,https://www.shima-seisakusyo.com/,人事部 ご採用ご担当者様,介護用品製造,大阪府大阪市東住吉区桑津４丁目３番９号,51,,,2026-06-14T18:52:43.686Z
日本紙管工業株式会社,1120001001389,,,,,info@n-shikan.co.jp,0.4,,06-6952-0674,https://n-shikan.co.jp/,D,gBizINFO,https://n-shikan.co.jp/,人事部 ご採用ご担当者様,各種産業用紙管の製造及び販売,大阪府大阪市旭区大宮１丁目１１番３号,159,,,2026-06-14T18:52:43.833Z
株式会社タイヤーサービスセンター,1120001012709,,,,,,0,,06-6972-5601,https://www.tsc.bz/,D,gBizINFO,https://www.tsc.bz/,人事部 ご採用ご担当者様,,大阪府大阪市東成区玉津１丁目２番３号,95,,,2026-06-14T18:52:44.780Z
ドギーマンハヤシ株式会社,1120001013062,,,,,info@doggyman.com,0.4,,06-6977-6711,https://www.doggyman.com/,D,gBizINFO,https://www.doggyman.com/,人事部 ご採用ご担当者様,ペット食品・用品の製造・販売及び輸出入,大阪府大阪市東成区深江南１丁目１６番１４号,264,,,2026-06-14T18:52:46.160Z
山口金属曲板工業株式会社,1120001021940,,,,,info@yamakin-g.com,0.4,,06-6692-3636,https://www.yamakin-g.com/,D,gBizINFO,https://www.yamakin-g.com/,人事部 ご採用ご担当者様,金属製品製造,大阪府大阪市阿倍野区阪南町５丁目２３番１５号,180,,,2026-06-14T18:52:46.570Z
山下印刷紙器株式会社,1120001026923,,,,,info@yamashita-pac.com,0.4,,06-7708-8700,http://www.yamashita-pac.com/,D,gBizINFO,http://www.yamashita-pac.com/,人事部 ご採用ご担当者様,紙加工品製造業,大阪府大阪市此花区西九条４丁目５番１８号,262,,,2026-06-14T18:52:47.152Z
丸一海運株式会社,1120001028168,,,,,info@mkc-net.co.jp,0.4,,06-6554-1581,https://www.mkc-net.co.jp/index.html,D,gBizINFO,https://www.mkc-net.co.jp/index.html,人事部 ご採用ご担当者様,一般港湾運送業、利用運送業、運送取次業、通関業 航空貨物取扱業、毒劇物一般販売業,大阪府大阪市大正区三軒家西３丁目１２番４号,103,,,2026-06-14T18:52:48.609Z
カメヤマ株式会社,1120001032418,,,,,info@kameyama.co.jp,0.4,,03-5656-1923,http://www.kameyama.co.jp/,D,gBizINFO,http://www.kameyama.co.jp/,人事部 ご採用ご担当者様,ローソク、線香等製造販売,大阪府大阪市北区大淀中２丁目９番１１号,266,,,2026-06-14T18:52:49.159Z
もりや産業株式会社,1120001016404,,,,,info@moriyas.co.jp,0.4,,06-6969-8030,https://www.moriyas.co.jp/,D,gBizINFO,https://www.moriyas.co.jp/,人事部 ご採用ご担当者様,当社は「包装・物流・環境」に特化した専門会社です。 事業活動の特徴としては、単なる商品の販売だけでなく、お客様の困った！,大阪府大阪市城東区放出西３丁目１０番７号,135,,,2026-06-14T18:52:49.493Z
アキツ工業株式会社,1120001034125,,,,,info@akitsu-kogyo.co.jp,0.4,,0120-102-663,https://www.akitsu-kogyo.co.jp/,D,gBizINFO,https://www.akitsu-kogyo.co.jp/,人事部 ご採用ご担当者様,木造住宅新築工事とマンション大規模修繕工事・内装工事の三本柱経営。近年、自社ブランド「ＫＩＮＯＡＳ（キノアス）」を立ち上,大阪府大阪市福島区海老江１丁目９番２３号,53,,1974,2026-06-14T18:52:49.792Z
株式会社イング,1120001037350,,,,,info@ing-edu.com,0.4,,06-6341-0181,http://www.ing-edu.com/,D,gBizINFO,http://www.ing-edu.com/,人事部 ご採用ご担当者様,○幼児教育 ○小・中・高校生対象の学習塾の運営 ○大学生・社会人対象の資格取得教室の運営 ○学校法人・企業団体対象出張講,大阪府大阪市北区梅田１丁目１１番４－２００号,150,,,2026-06-14T18:52:50.945Z
南北ビルセイビ株式会社,1120001039363,,,,,info@nanboku-bs.co.jp,0.4,,080-0200-6441,https://nanboku-bs.co.jp/,D,gBizINFO,https://nanboku-bs.co.jp/,人事部 ご採用ご担当者様,ビルメンテナンス業 ・ビルクリーニング ・設備保守管理 ・施設警備 ・環境衛生管理 ・植栽管理,大阪府大阪市浪速区難波中２丁目７番１０号,386,,,2026-06-14T18:52:51.715Z
大阪エムケイ株式会社,1120001036971,,,,,info@mk-group.co.jp,0.4,,0120-405-644,https://www.mk-group.co.jp/osaka/,D,gBizINFO,https://www.mk-group.co.jp/osaka/,人事部 ご採用ご担当者様,一般乗用旅客運送事業（タクシー、ハイヤー）,大阪府大阪市西成区北津守２丁目１番２１,514,,,2026-06-14T18:52:52.527Z
大銑産業株式会社,1120001044933,,,,,info@daisensangyo.co.jp,0.4,,06-6220-1122,https://daisensangyo.co.jp/,D,gBizINFO,https://daisensangyo.co.jp/,人事部 ご採用ご担当者様,鋳物・建設・土木・化学品・燃料・鉄鋼などの各種素材の販売、建設工事の請負、設計、施工管理ならびに倉庫業などを行う,大阪府大阪市中央区今橋２丁目１番１０号,151,,,2026-06-14T18:52:52.549Z
株式会社ファイン,1120001046896,,,,,info@fine-d.co.jp,0.4,,06-6448-0013,https://www.fine-d.co.jp/,D,gBizINFO,https://www.fine-d.co.jp/,人事部 ご採用ご担当者様,情報提供サービス,大阪府大阪市西区江戸堀１丁目５番１６号,59,,,2026-06-14T18:52:54.152Z
株式会社電算情報技研,1120001045519,,,,,info@densanjoho.co.jp,0.4,,06-6541-0601,https://densanjoho.co.jp/,D,gBizINFO,https://densanjoho.co.jp/,人事部 ご採用ご担当者様,業務系システム開発を中心とし、金融・小売・　生保等、幅広い業種のソフトウェア開発実績が　あります,大阪府大阪市西区南堀江１丁目１１番１号,117,,1980,2026-06-14T18:52:54.471Z
株式会社新免鉄工所,1120001049817,,,,,info@100nensabinai.jp,0.4,,06-6471-9555,https://www.100nensabinai.jp/,D,gBizINFO,https://www.100nensabinai.jp/,人事部 ご採用ご担当者様,金属表面処理加工業,大阪府大阪市西淀川区千舟３丁目９番７号,50,,,2026-06-14T18:52:55.255Z
エブリ株式会社,1120001041939,,,,,info@every365.co.jp,0.4,,06-6963-6060,https://www.every365.co.jp/,D,gBizINFO,https://www.every365.co.jp/,人事部 ご採用ご担当者様,フィールドサービスソリューション・運用支援サービスソリューション・システム開発ソリューション・ＷＥＢサイト構築ソリューシ,大阪府大阪市城東区森之宮１丁目６番１１１号,150,,,2026-06-14T18:52:57.174Z
株式会社アテック,1180001003339,,,,,info@atec-inc.co.jp,0.4,,052-934-1090,https://www.atec-inc.co.jp/,D,gBizINFO,https://www.atec-inc.co.jp/,人事部 ご採用ご担当者様,機械設計・電子設計・電気設計・制御ソフトウェア開発・通信及びネットワーク構築、技術系全般におけるアウトソーシング事業 ○,愛知県名古屋市東区葵３丁目２４番４号,1200,,,2026-06-14T18:52:59.785Z
トランコムＳＣ株式会社,1060001002410,,,,,,0,,028-683-6151,https://www.trancom-sc.co.jp/,D,gBizINFO,https://www.trancom-sc.co.jp/,人事部 ご採用ご担当者様,業務請負事業 人材派遣事業 有料職業紹介事業,愛知県名古屋市東区葵１丁目１９番３０号,983,,,2026-06-14T18:52:59.965Z
株式会社蒲郡クラシックホテル,1080401018707,,,,,info@gamagori-classic-hotel.com,0.4,,0533-68-1111,https://gamagori-classic-hotel.com/recruit/,D,gBizINFO,https://gamagori-classic-hotel.com/recruit/,人事部 ご採用ご担当者様,宿泊業・ブライダル業,愛知県蒲郡市竹島町１５番１号,120,,,2026-06-14T18:53:00.512Z
株式会社国盛化学,1180001010178,,,,,info@stertec.co.jp,0.4,,0568-77-5171,https://www.stertec.co.jp/~kunimori/,D,gBizINFO,https://www.stertec.co.jp/~kunimori/,人事部 ご採用ご担当者様,プラスチック製品製造,愛知県名古屋市瑞穂区下坂町２丁目３６番地,201,,,2026-06-14T18:53:02.757Z
